codigo_catmat,descricao_produto,unidade_apresentacao,registros,valor_total,quantidade_total,instituicoes,fornecedores,preco_ponderado
267564,"CARVEDILOL, DOSAGEM:12,5 MG",COMPRIMIDO,668,23362962.284,218155624.0,342,229,0.10709310104240083
308226,"METILFENIDATO CLORIDRATO, DOSAGEM:36 MG, FORMA FARMACÊUTICA:LIBERAÇÃO CONTROLADA",COMPRIMIDO,93,23142095.565,2722896.0,43,44,8.499074355024945
272341,"TIAMINA, DOSAGEM:300 MG",COMPRIMIDO,510,23063583.2683,115849485.0,257,159,0.199082311572641
268081,"ATORVASTATINA CÁLCICA, DOSAGEM:20 MG",COMPRIMIDO,146,23005264.9146,102482978.0,84,85,0.2244788877485586
358132,"FRALDA DESCARTÁVEL, TIPO FORMATO:ANATÔMICO, TAMANHO:GRANDE, PESO USUÁRIO:ACIMA DE 70 KG, CARACTERÍSTICAS ADICIONAIS:FLOCOS DE GEL, ABAS ANTIVAZAMENTO, FAIXA AJUSTÁVEL, TIPO ADESIVO FIXAÇÃO:FITAS ADESIVAS MULTIAJUSTÁVEIS,REUTILIZÁVEIS, USO:ALGODÃO NÃO DESFAÇA QUANDO MOLHADO",UNIDADE,137,22909684.99,19722074.0,74,85,1.1616265606751095
267197,"DIAZEPAM, DOSAGEM:10 MG",COMPRIMIDO,766,22899679.5052,427218095.0,402,221,0.05360184826721817
299675,"MANITOL, DOSAGEM:20%, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL, CARACTERÍSTICAS ADICIONAIS:SISTEMA FECHADO","FRASCO 250,00 ML",218,22755935.9633,4418582.0,149,113,5.150054013550049
270116,"ETOMIDATO, DOSAGEM:2 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL","AMPOLA 10,00 ML",369,22707618.067,2179710.0,207,127,10.417724406916518
475967,"DARATUMUMABE, CONCENTRAÇÃO:120 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL","FRASCO 15,00 ML",9,22664646.61,1150.0,7,3,19708.38835652174
448595,"PREDNISOLONA, COMPOSIÇÃO:FOSFATO SÓDICO, CONCENTRAÇÃO:3 MG/ML, FORMA FARMACEUTICA:SOLUÇÃO ORAL","FRASCO 100,00 ML",166,22588641.88,4121470.0,110,96,5.480724566720126
437079,"RIOCIGUATE, CONCENTRAÇÃO:1,5 MG",COMPRIMIDO,11,22455349.29,108864.0,7,2,206.26974289021163
275963,"FINASTERIDA, CONCENTRAÇÃO:5 MG",COMPRIMIDO,486,22448270.5277,84708050.0,241,136,0.2650075232247702
440269,"PEMBROLIZUMABE, CONCENTRAÇÃO:25 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL","FRASCO 4,00 ML",7,22446442.05,1705.0,7,4,13165.068651026393
270556,"AMPICILINA, APRESENTAÇÃO:ASSOCIADA COM SULBACTAM, DOSAGEM:1G + 500MG, TIPO USO:INJETÁVEL",FRASCO-AMPOLA,58,22408157.8178,3193101.0,33,37,7.017678995371584
352414,"MESALAZINA, CONCENTRAÇÃO:500 MG, FORMA FARMACÊUTICA:USO RETAL",SUPOSITÓRIO,27,22354573.87,5424508.0,14,16,4.121032519446925
405899,"DESVENLAFAXINA, COMPOSIÇÃO:SAL SUCCINATO, CONCENTRAÇÃO:100 MG, FORMA FARMACÊUTICA:LIBERAÇÃO CONTROLADA",COMPRIMIDO,129,22138010.846,21220451.0,69,71,1.0432394130548874
267310,"METOCLOPRAMIDA CLORIDRATO, DOSAGEM:5 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL","AMPOLA 2,00 ML",868,22126520.3375,34732809.0,438,288,0.6370495498218989
448984,"IMUNOGLOBULINA HUMANA, TIPO:ANTI RHO(D), CONCENTRAÇÃO:150 MCG/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL","SERINGA 2,00 ML",38,22111470.15,117927.0,26,28,187.50133684397974
271392,"MORFINA, APRESENTAÇÃO:SULFATO, CONCENTRAÇÃO:10MG",COMPRIMIDO,141,22103927.116,44286963.0,80,49,0.4991068616739423
337473,"INSULINA, ORIGEM:DETEMIR, DOSAGEM:100U/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL","FRASCO 10,00 ML",4,22019487.52,6406.0,4,3,3437.322435216984
267565,"CARVEDILOL, DOSAGEM:6,25 MG",COMPRIMIDO,667,21910735.9592,249885807.0,347,227,0.08768299497378015
477861,"FLUTICASONA, COMPOSIÇÃO:ASSOCIADA AO UMECLIDÍNIO E VILANTEROL, CONCENTRAÇÃO:100 MCG/DOSE + 62,5 MCG/DOSE + 25 MCG/DOSE, FORMA FARMACÊUTICA:PÓ PARA INALAÇÃO, ADICIONAL:COM INALADOR","EMBALAGEM 30,00 DOSES",11,21902442.658,5618544.0,9,11,3.898241725614323
353334,"PEGVISOMANTO, CONCENTRAÇÃO:10 MG, FORMA FARMACÊUTICA:PÓ LIÓFILO P/ INJETÁVEL",FRASCO-AMPOLA,15,21798602.66,81395.0,8,9,267.8125518766509
268125,"LEVOTIROXINA SÓDICA, DOSAGEM:100 MCG",COMPRIMIDO,610,21725947.5911,218273119.0,300,162,0.09953560791468784
464164,"SELEXIPAGUE, CONCENTRAÇÃO:1,6 MG",COMPRIMIDO,8,21661959.42,244252.0,6,1,88.68692751748195
276234,"INSULINA, ORIGEM:ASPART, DOSAGEM:100U/ML, APLICAÇÃO:INJETÁVEL","FRASCO 10,00 ML",99,21609917.78,245213.0,44,40,88.12712939362922
412031,"DASATINIBE, CONCENTRAÇÃO:100 MG",COMPRIMIDO,18,21550398.0,1118940.0,9,4,19.259654673172825
437083,"SECUQUINUMABE, CONCENTRAÇÃO:150 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL, ADICIONAL:COM CANETA APLICADORA","SERINGA 1,00 ML",13,21414231.4,8582.0,6,7,2495.249522255884
337472,"INSULINA, ORIGEM:DETEMIR, DOSAGEM:100U/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL, CARACTERÍSTICA ADICIONAL:COM SISTEMA DE APLICAÇÃO","TUBETE 3,00 ML",70,21383549.17,353321.0,40,21,60.521591329131304
442755,"GLICLAZIDA, CONCENTRAÇÃO:60 MG, FORMA FARMACÊUTICA:LIBERAÇÃO PROLONGADA",COMPRIMIDO,378,21379976.227,76959463.0,161,150,0.2778082823550887
273255,"OXCARBAZEPINA, DOSAGEM:60 MG/ML, APRESENTAÇÃO:SUSPENSÃO ORAL","FRASCO 100,00 ML",302,21334269.0469,4257640.0,153,125,5.010820324616454
308738,"CIPROFIBRATO, DOSAGEM:100 MG",COMPRIMIDO,251,21257819.925,77934490.0,131,120,0.27276524071691494
303292,"RINGER, COMPOSIÇÃO:ASSOCIADO COM LACTATO DE SÓDIO, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL, CARACTERÍSTICA ADICIONAL:SISTEMA FECHADO","FRASCO 500,00 ML",275,21163635.949,4702812.0,187,141,4.500208800394318
353333,"AMOXICILINA, PRINCÍPIO ATIVO:ASSOCIADA COM CLAVULANATO DE POTÁSSIO, CONCENTRAÇÃO:875MG + 125MG",COMPRIMIDO,161,21158430.3349,11975502.0,90,91,1.7668094694401955
272589,"DIVALPROATO DE SÓDIO, DOSAGEM:500 MG",COMPRIMIDO,260,21081238.3721,17611233.0,139,112,1.197033641659275
267625,"CEFALEXINA, DOSAGEM:500 MG",DRÁGEA,94,21006853.37,56308116.0,75,55,0.37306972533053673
340178,"CISATRACÚRIO BESILATO, CONCENTRAÇÃO:2 MG/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL","AMPOLA 5,00 ML",67,20976032.008,1458154.0,36,34,14.385333790532414
271600,"METILPREDNISOLONA, PRINCÍPIO ATIVO:SAL SUCCINATO, DOSAGEM:125 MG, APRESENTAÇÃO:PÓ LIOFILIZADO + DILUENTE, INJETÁVEL",FRASCO-AMPOLA,91,20919568.06,2958155.0,61,58,7.07182958972738
269893,"LUVA PARA PROCEDIMENTO NÃO CIRÚRGICO, MATERIAL:LÁTEX NATURAL ÍNTEGRO E UNIFORME, TAMANHO:MÉDIO, CARACTERÍSTICAS ADICIONAIS:LUBRIFICADA COM PÓ BIOABSORVÍVEL, DESCARTÁVEL, APRESENTAÇÃO:ATÓXICA, TIPO:AMBIDESTRA, TIPO USO:DESCARTÁVEL, MODELO:FORMATO ANATÔMICO, FINALIDADE:RESISTENTE À TRAÇÃO","CAIXA 100,00 UN",154,20913396.0206,945271.0,96,110,22.124233178210268
280115,"BOSENTANA, DOSAGEM:125 MG",COMPRIMIDO,32,20908821.1936,3888514.0,12,25,5.3770723709879915
267777,"PARACETAMOL, DOSAGEM SOLUÇÃO ORAL:200 MG/ML, APRESENTAÇÃO:SOLUÇÃO ORAL","FRASCO 15,00 ML",611,20906528.3378,82900812.0,332,215,0.252187256474641
452913,"BUDESONIDA, CONCENTRAÇÃO:32MCG/DOSE, FORMA FARMACÊUTICA:SUSPENSÃO SPRAY","FRASCO 120,00 DOSES",203,20902407.1829,22193760.0,135,108,0.9418145993693723
365542,"BENZILPENICILINA, COMPOSIÇÃO:BENZATINA, CONCENTRAÇÃO:300.000 UI/ML, FORMA FARMACEUTICA:SUSPENSÃO INJETÁVEL","FRASCO 4,00 ML",99,20883715.365,3742438.0,71,38,5.580243511048145
267613,"CAPTOPRIL, CONCENTRAÇÃO:25 MG",COMPRIMIDO,841,20847358.299,679093259.0,437,258,0.030698814960553156
285818,"SIROLIMO, DOSAGEM:2 MG",DRÁGEA,17,20657930.08,357965.0,9,11,57.7093572835333
395807,"BRINZOLAMIDA, COMPOSIÇÃO:ASSOCIADA COM TIMOLOL MALEATO, CONCENTRAÇÃO:10 MG + 5 MG/ML, FORMA FARMACEUTICA:SUSPENSÃO OFTÁLMICA","FRASCO 5,00 ML",46,20530718.73,273153.0,27,32,75.16197416832325
271949,"FENTANILA, APRESENTAÇÃO:SAL CITRATO, DOSAGEM:50 MCG, INDICAÇÃO:ADESIVO TRANSDÉRMICO",SACHÊ,10,20384350.53,188391.0,8,8,108.20235855216013
273266,"NALTREXONA CLORIDRATO, CONCENTRAÇÃO:50 MG",COMPRIMIDO,156,20332967.6209,5669899.0,79,70,3.586125188632108
342135,"HIDROCORTISONA, COMPOSIÇÃO:SAL SUCCINATO SÓDICO, CONCENTRAÇÃO:100 MG, FORMA FARMACÊUTICA:PÓ LIÓFILO P/ INJETÁVEL",FRASCO-AMPOLA,483,20085843.8292,7302535.0,270,191,2.750530306147112
328532,"VALPROATO DE SÓDIO, CONCENTRAÇÃO:50 MG/ML, FORMA FARMACÊUTICA:XAROPE","FRASCO 100,00 ML",586,20074111.1928,27313246.0,311,174,0.7349588252088383
341923,"MÁSCARA CIRÚRGICA, TIPO:NÃO TECIDO,3 CAMADAS,PREGAS HORIZONTAIS,ATÓXICA, TIPO FIXAÇÃO:COM ELÁSTICO, CARACTERÍSTICAS ADICIONAIS:CLIP NASAL EMBUTIDO,HIPOALERGÊNICA, TIPO USO:DESCARTÁVEL","CAIXA 100,00 UN",27,19955952.0,1006775.0,22,27,19.821660251794096
268273,"NITROFURANTOÍNA, DOSAGEM:100 MG",CÁPSULA,565,19848864.3909,75688306.0,288,161,0.2622447963216405
292418,"CIPROFLOXACINO CLORIDRATO, DOSAGEM:2 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL","FRASCO 100,00 ML",62,19690864.18,1172072.0,50,47,16.800046567105092
267205,"DIPIRONA SÓDICA, DOSAGEM:500 MG/ML, APRESENTAÇÃO:SOLUÇÃO ORAL (GOTAS)","FRASCO 20,00 ML",182,19665591.981,100807006.0,122,112,0.19508159959636137
352408,"FORMOTEROL FUMARATO, CONCENTRAÇÃO:12 MCG, FORMA FARMACÊUTICA:CÁPSULA PÓ INALANTE, CARACTERÍSTICAS ADICIONAIS:COM FRASCO INALADOR",CÁPSULA,33,19578202.3044,26155255.0,22,16,0.7485380014226587
268149,"RISPERIDONA, DOSAGEM:2 MG",COMPRIMIDO,704,19542783.416,234981690.0,344,230,0.08316726046186833
450107,"IMUNOGLOBULINA HUMANA, CONCENTRAÇÃO:50 MG/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERÍSTICAS ADICIONAIS:COM SISTEMA DE APLICAÇÃO","FRASCO 100,00 ML",8,19537195.0,42628.0,7,7,458.3183588251853
414431,"GOLIMUMABE, CONCENTRAÇÃO:50 MG, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL, CARACTERÍSTICA ADICIONAL:EM SERINGA PREENCHIDA,ACOPLADA Á CANETA APLICADORA",SERINGA,15,19525792.38,6530.0,7,3,2990.167286370597
273257,"OXCARBAZEPINA, DOSAGEM:300 MG",COMPRIMIDO,443,19524960.552,23736828.0,218,192,0.8225598025144725
267567,"CARVEDILOL, DOSAGEM:25 MG",COMPRIMIDO,582,19452368.8659,134115607.0,296,202,0.14504179864689423
308882,"SULFAMETOXAZOL, COMPOSIÇÃO:ASSOCIADO À TRIMETOPRIMA, CONCENTRAÇÃO:400MG + 80MG",COMPRIMIDO,828,19436336.617,124214168.0,417,240,0.156474393621507
365049,"LENALIDOMIDA, CONCENTRAÇÃO:15 MG",CÁPSULA,11,19335757.39,46964.0,4,8,411.7144491525424
267581,"BECLOMETASONA DIPROPIONATO, APRESENTAÇÃO:SPRAY ORAL, DOSAGEM:250MCG/DOSE, CARACTERÍSTICAS ADICIONAIS:FRASCO DOSEADOR COM BOCAL AEROGADOR","FRASCO 200,00 DOSES",158,19335589.898,6050890.0,97,48,3.1954951912859095
292382,"TRAMADOL CLORIDRATO, DOSAGEM:50 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL","AMPOLA 2,00 ML",588,19306390.7388,11836970.0,299,205,1.6310247249760708
477410,"UPADACITINIBE, CONCENTRAÇÃO:15 MG, CARACTERÍSTICAS ADICIONAIS:LIBERAÇÃO PROLONGADA",COMPRIMIDO,20,19086067.86,116953.0,11,8,163.19434182962385
271111,"AMOXICILINA, CONCENTRAÇÃO:50MG/ML, APRESENTAÇÃO:PÓ PARA SUSPENSÃO ORAL","FRASCO 60,00 ML",415,19057489.0578,5995884.0,229,161,3.178428578304717
342979,"OCTREOTIDA, COMPOSIÇÃO:SAL ACETATO, CONCENTRAÇÃO:10 MG, FORMA FARMACEUTICA:PÓ LIÓFILO P/ INJETÁVEL, CARACTERÍSTICA ADICIONAL:C/ SISTEMA DE APLICAÇÃO",FRASCO-AMPOLA,6,18935940.84,5900.0,3,4,3209.4814983050846
267741,"PREDNISONA, DOSAGEM:5 MG",COMPRIMIDO,841,18933479.0221,311458959.0,428,237,0.060789643306102495
267582,"BECLOMETASONA DIPROPIONATO, APRESENTAÇÃO:SPRAY NASAL, DOSAGEM:50MCG/DOSE, CARACTERÍSTICAS ADICIONAIS:FRASCO DOSEADOR COM AEROGADOR NASAL","FRASCO 200,00 DOSES",152,18924271.035,11552468.0,91,56,1.638114992830969
271606,"NORTRIPTILINA CLORIDRATO, DOSAGEM:25 MG",CÁPSULA,591,18843283.5585,89289940.0,297,172,0.21103478800075348
370117,"DABIGATRANA ETEXILATO, CONCENTRAÇÃO:110 MG",CÁPSULA,121,18792445.031,5157999.0,60,40,3.643359572384562
436625,"RIOCIGUATE, CONCENTRAÇÃO:0,5 MG",COMPRIMIDO,12,18749861.33,93649.0,9,4,200.21421830452005
268236,"CLORETO DE SÓDIO, PRINCÍPIO ATIVO:0,9%_ SOLUÇÃO INJETÁVEL, APLICAÇÃO:SISTEMA FECHADO","BOLSA 1000,00 ML",111,18731399.6,3958056.0,72,56,4.732474628959268
292344,"SULFATO FERROSO, DOSAGEM FERRO:40MG DE FERRO II",COMPRIMIDO,819,18678758.6147,455527439.0,428,226,0.041004683835741455
393920,"ETONOGESTREL, CONCENTRAÇÃO:68 MG, FORMA FARMACÊUTICA:IMPLANTE SUBDÉRMICO",UNIDADE,41,18580833.8,39806.0,23,21,466.7847510425564
277649,"ANAGRELIDA CLORIDRATO, DOSAGEM:0,5 MG",CÁPSULA,23,18550252.907,692825.0,12,15,26.774803026738358
266827,"IMUNOGLOBULINA HUMANA, TIPO:ANTI RHO(D), DOSAGEM:300 MCG, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL","FRASCO 2,00 ML",81,18529715.6636,82676.0,56,54,224.1244818762398
398689,"LEVODOPA, COMPOSIÇÃO:ASSOCIADO À BENSERAZIDA, CONCENTRAÇÃO:100MG + 25 MG, FORMA FARMACEUTICA:LIBERAÇÃO PROLONGADA",CÁPSULA,144,18479392.181,11128885.0,81,44,1.6604890949093285
439342,"COBIMETINIBE HEMIFUMARATO, CONCENTRAÇÃO:20 MG",COMPRIMIDO,10,18402889.428,70932.0,5,4,259.4441074268313
267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",COMPRIMIDO,820,18377844.993,658276167.0,421,246,0.02791813818317989
473269,"DINUTUXIMABE, COMPOSIÇÃO:BETA, CONCENTRAÇÃO:4,5 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL","FRASCO 4,50 ML",1,18355350.0,300.0,1,1,61184.5
379002,"ANIDULAFUNGINA, CONCENTRAÇÃO:100 MG, FORMA FARMACÊUTICA:PÓ LIÓFILO P/ INJETÁVEL",FRASCO-AMPOLA,17,18352875.82,71301.0,8,11,257.399977840423
442703,"CEFTRIAXONA SÓDICA, CONCENTRAÇÃO:500 MG, FORMA FARMACEUTICA:PÓ P/ SOLUÇÃO INJETÁVEL",FRASCO-AMPOLA,325,18313847.1403,2535323.0,179,127,7.223476906216683
268513,"OXACILINA, DOSAGEM:500 MG, COMPOSIÇÃO:INJETÁVEL",FRASCO-AMPOLA,323,18230725.8542,7437401.0,179,162,2.4512226588562323
268529,"TEICOPLANINA, DOSAGEM:200 MG, INDICAÇÃO:INJETÁVEL",FRASCO-AMPOLA,16,18154120.6,647495.0,9,10,28.037468397439365
452796,"CLORETO DE SÓDIO, CONCENTRAÇAO:0,9 %, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL:SISTEMA FECHADO, CARACTERÍSTICAS ADICIONAIS 1:BOLSA/FRASCO ISENTO DE PVC","FRASCO 500,00 ML",126,18139676.82,4791918.0,82,82,3.7854731278790665
465440,"CEMIPLIMABE, CONCENTRAÇÃO:50 MG/ML, FORMA FARMACÊUTICA:INJETÁVEL",FRASCO-AMPOLA,13,18116558.14,509.0,7,12,35592.45214145383
427338,"FRALDA DESCARTÁVEL, TIPO FORMATO:ANATÔMICO, TAMANHO:PEQUENO, PESO USUÁRIO:ATÉ 40 KG, CARACTERÍSTICAS ADICIONAIS:FLOCOS DE GEL, ABAS ANTIVAZAMENTO, FAIXA AJUSTÁVEL, TIPO ADESIVO FIXAÇÃO:FITAS ADESIVAS MULTIAJUSTÁVEIS, TIPO USUÁRIO:ADULTO, USO:ALGODÃO NÃO DESFAÇA QUANDO MOLHADO",UNIDADE,150,17932422.658,15444407.0,78,98,1.1610949295754767
273167,"NEOMICINA, COMPOSIÇÃO:ASSOCIADA COM BACITRACINA, CONCENTRAÇÃO:5MG + 250UI/G, TIPO MEDICAMENTO:POMADA","BISNAGA 15,00 G",264,17898403.47,12960803.0,165,131,1.3809640860986776
268534,"TRAMADOL CLORIDRATO, DOSAGEM:50 MG",CÁPSULA,488,17730894.3136,83624473.0,243,203,0.21202996775357855
438741,"RUXOLITINIBE, CONCENTRAÇÃO:15 MG",COMPRIMIDO,18,17698657.0201,47191.0,9,11,375.0430594837999
273009,"FLUOXETINA, DOSAGEM:20 MG",COMPRIMIDO,231,17684565.2358,361111468.0,145,98,0.048972593791455
452935,"EXTRATO MEDICINAL, PRINCÍPIO ATIVO:ÓLEO DE CANABIDIOL, CONCENTRAÇÃO:200 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO ORAL","FRASCO 30,00 ML",18,17574940.36,596968.0,13,9,29.440339113654332
268466,"CONTRASTE RADIOLÓGICO, APRESENTAÇÃO:NÃO IÔNICO DE BAIXA OSMOLARIDADE, DOSAGEM:MÍNIMO DE 300MG/ML DE IODO, CARACTERISTICAS ADICIONAIS:INJETÁVEL","FRASCO 50,00 ML",18,17545328.7,119430.0,8,9,146.90888972619945
372335,"METRONIDAZOL, CONCENTRAÇAO:100 MG/G, FORMA FARMACEUTICA:GEL VAGINAL, CARACTERÍSTICA ADICIONAL:COM APLICADOR","BISNAGA 50,00 G",382,17493617.1435,40662511.0,239,156,0.430214876388229
292236,"MESALAZINA, CONCENTRAÇÃO:500 MG",COMPRIMIDO,17,17466631.64,10933638.0,10,15,1.5975132558806135
271773,"BROMAZEPAM, DOSAGEM:3 MG",COMPRIMIDO,475,17434536.1586,60608481.0,261,167,0.2876583585488638
344562,"SUNITINIBE, COMPOSIÇÃO:MALATO, CONCENTRAÇÃO:25 MG",CÁPSULA,13,17420588.389,74563.0,6,10,233.63582995587623
272809,"LAMOTRIGINA, DOSAGEM:100 MG",COMPRIMIDO,204,17359741.5296,106923071.0,115,101,0.16235730387504488
268949,"AZITROMICINA, DOSAGEM:40 MG/ML, APRESENTAÇÃO:SUSPENSÃO ORAL","FRASCO 22,50 ML",123,17359131.0836,1648657.0,88,73,10.52925568119991
437552,"CANETA ALTA ROTAÇÃO, MATERIAL ROLAMENTO:ROLAMENTO CERÂMICA, VELOCIDADE MÁXIMA:VELOCIDADE MÁXIMA MENOR OU IGUAL 400.000 RPM, REFRIGERAÇÃO:3 OU MAIS FUROS, TROCA DE BROCAS:BOTÃO DE PRESSÃO(PB), TIPO CONEXÃO:CONEXÃO 2 FUROS, TIPO CABEÇA:CABEÇA PADRÃO",UNIDADE,20,17284277.76,6053.0,16,14,2855.4894696844544
268228,"CEFALOTINA SÓDICA, DOSAGEM:1 G, USO:INJETÁVEL",FRASCO-AMPOLA,331,17255847.0245,3456973.0,190,177,4.991605958305142
308884,"SULFAMETOXAZOL, COMPOSIÇÃO:ASSOCIADO À TRIMETOPRIMA, CONCENTRAÇÃO:40MG + 8MG/ML, FORMA FARMACÊUTICA:SUSPENSÃO ORAL","FRASCO 100,00 ML",516,17119471.3277,89528720.0,289,183,0.19121764867966393
270128,"LEVODOPA, COMPOSIÇÃO:ASSOCIADO À BENSERAZIDA, DOSAGEM:100MG + 25MG, APRESENTAÇÃO:COMPRIMIDOS DISPERSÍVEIS",COMPRIMIDO,111,17085878.941,11698706.0,63,39,1.460493061454831
365047,"LENALIDOMIDA, CONCENTRAÇÃO:5 MG",CÁPSULA,8,17037135.15,41978.0,5,8,405.85866763542805
439625,"SERINGA, MATERIAL:POLIPROPILENO, CAPACIDADE:3 ML, TIPO BICO:BICO CENTRAL LUER LOCK OU SLIP, TIPO VEDAÇÃO:ÊMBOLO DE BORRACHA, ADICIONAL:GRADUADA, NUMERADA, ESTERILIDADE:ESTÉRIL, DESCARTÁVEL, APRESENTAÇÃO:EMBALAGEM INDIVIDUAL",UNIDADE,139,17025267.5,143583990.0,85,93,0.11857357843308296
269972,"COMPRESSA GAZE, MATERIAL:TECIDO 100% ALGODÃO, TIPO:11 FIOS/CM2, MODELO:COR BRANCA,ISENTA DE IMPUREZAS, CAMADAS:8 CAMADAS, LARGURA:7,50 CM, COMPRIMENTO:7,50 CM, DOBRAS:5 DOBRAS, CARACTERÍSTICAS ADICIONAIS:DESCARTÁVEL","PACOTE 500,00 UN",47,17018300.41,1069271.0,25,32,15.915797220723277
443640,"LANREOTIDA ACETATO, CONCENTRAÇÃO:240 MG/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERÍSTICAS ADICIONAIS:LIBERAÇÃO PROLONGADA",SERINGA,13,17014525.78,6499.0,7,7,2618.0221234036007
273135,"PROPATILNITRATO, DOSAGEM:10 MG",COMPRIMIDO,403,16980643.9126,40581523.0,198,115,0.41843288909092935
352314,"PANTOPRAZOL, CONCENTRAÇÃO:40 MG, FORMA FARMACEUTICA:PÓ LIÓFILO P/ INJETÁVEL",FRASCO-AMPOLA,59,16969205.1809,1675356.0,26,49,10.128716034621895
312569,"ERLOTINIBE, DOSAGEM:150 MG",COMPRIMIDO,10,16928782.42,67769.0,4,9,249.8012722631292
480013,"SELUMETINIBE, CONCENTRAÇÃO:25 MG",CÁPSULA,3,16875054.0,13140.0,3,1,1284.2506849315068
277513,"FLUOXETINA, DOSAGEM:20 MG/ML, APRESENTAÇÃO:SOLUÇÃO ORAL, GOTAS","FRASCO 20,00 ML",105,16856443.8864,532889.0,70,72,31.63218585183781
448276,"LENVATINIBE, CONCENTRAÇÃO:10 MG",CÁPSULA,21,16845374.3022,75888.0,9,14,221.97678555502847
268493,"DOXAZOSINA MESILATO, COMPOSIÇÃO:2 MG",COMPRIMIDO,602,16805699.301,225025717.0,278,169,0.07468346073973402
267769,"PROMETAZINA CLORIDRATO, DOSAGEM:25 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL","AMPOLA 2,00 ML",891,16795690.3857,8781700.0,460,300,1.9125784740653857
402259,"DABIGATRANA ETEXILATO, CONCENTRAÇÃO:150 MG",CÁPSULA,111,16794438.2306,4502757.0,63,44,3.729812252937478
452796,"CLORETO DE SÓDIO, CONCENTRAÇAO:0,9 %, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL:SISTEMA FECHADO, CARACTERÍSTICAS ADICIONAIS 1:BOLSA/FRASCO ISENTO DE PVC","BOLSA 500,00 ML",108,16707342.07,4750254.0,80,70,3.517147097818348
269843,"LIDOCAÍNA CLORIDRATO, DOSAGEM:2%, APRESENTAÇÃO:INJETÁVEL","AMPOLA 5,00 ML",153,16658736.2339,7267293.0,101,102,2.2922890591998972
272431,"CLOZAPINA, DOSAGEM:100 MG",COMPRIMIDO,98,16601431.6973,5508158.0,37,31,3.0139715849291178
267378,"NISTATINA, DOSAGEM:100.000 UI/ML, APRESENTAÇÃO:SUSPENSÃO ORAL","FRASCO 50,00 ML",646,16593970.022,9599094.0,349,224,1.728701690180344
410628,"DIETA ENTERAL, INDICAÇÃO:FENILCETONÚRIA, ASPECTO FÍSICO:PÓ, USO:ENTERAL OU ORAL, FONTE DE PROTEÍNA:À BASE DE AA'S, FONTE DE CARBOIDRATO:MALTODEXTRINA, COMPONENTES ADICIONAIS:AA'S,VIT.,MINERAIS, CARACTERÍSTICAS ADICIONAIS:ISENTO FENILALANINA, FAIXA:ACIMA 8 ANOS",GRAMA,14,16531130.86,32786284.0,7,8,0.5042087374098266
433437,"ACESSÓRIO BOMBA INSULINA, TIPO ACESSÓRIO:CONJUNTO DE INFUSÃO, MATERIAL:POLÍMERO, COMPONENTE:CATÉTER CERCA 60 CM C/ CONECTOR LUER LOCK, COMPONENTE I:C/ CÂNULA INFUSÃO CERCA 8 MM, COMPONENTE II:SUPORTE, TAMPA E ADESIVO PROTETOR, CARACTERÍSTICA ADICIONAL:P/ INSERÇÃO C/ APLICADOR",UNIDADE,28,16453460.26,21092.0,10,8,780.0806116062962
272901,"CLOBAZAM, DOSAGEM:10 MG",COMPRIMIDO,165,16346322.1102,39971918.0,91,79,0.4089451526994527
267688,"METILDOPA, DOSAGEM:500 MG",COMPRIMIDO,430,16298337.6072,21027487.0,246,197,0.7750967867534527
403359,"INSULINA, TIPO:GLULISINA, CONCENTRAÇÃO:100 UI/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL:REFIL","TUBETE 3,00 ML",52,16228221.92,746636.0,31,23,21.73511847808035
389779,"RASAGILINA, CONCENTRAÇÃO:1 MG",COMPRIMIDO,35,16163814.0175,4341288.0,15,14,3.723276137749903
