municipio_uf,registros,valor_total,quantidade_total,instituicoes,fornecedores,preco_ponderado
JUAZEIRO DO NORTE / CE,1361,20544344.85,7170902.0,1,15,2.8649596452440713
FRANCISCO BELTRAO / PR,1108,19601424.7915,39572848.0,2,101,0.4953250974380211
SAO SEBASTIAO DO OESTE / MG,1162,19590543.0,7903600.0,1,53,2.478686041803735
VASSOURAS / RJ,1116,18953410.079,30366041.0,1,91,0.6241646739197909
PIMENTA BUENO / RO,2211,18880373.2385,11785085.0,2,146,1.6020566027737602
IPATINGA / MG,394,18395871.686,54979990.0,1,29,0.33459212498947344
APUCARANA / PR,1210,17964172.545,92686712.0,1,117,0.19381605148535208
BASTOS / SP,1021,17813252.7764,35652939.0,1,144,0.499629294976215
FERNANDOPOLIS / SP,809,17424297.3658,48075528.0,1,114,0.3624359022286765
JACAREI / SP,219,17254333.925,83316508.0,1,52,0.20709382017066774
GARCA / SP,1049,17050477.176,25974416.0,1,97,0.6564335142703497
NOVO HAMBURGO / RS,307,16399755.617,82086570.0,1,60,0.19978609919990567
JABOTICABAL / SP,1386,15552497.736,19760941.0,1,46,0.7870322438592372
SAO CARLOS / SP,259,15314908.52,41749627.0,1,57,0.3668274334522797
CAMPO MOURAO / PR,1173,14884445.8397,63768941.0,1,136,0.2334121534133678
PIUMHI / MG,1891,14803438.316,14443416.0,1,61,1.0249263966363635
CAMPO LARGO / PR,155,14765755.171,9276525.0,1,25,1.591733453098008
ALMEIRIM / PA,752,14299028.6544,13120341.0,1,11,1.0898366631172163
UBERABA / MG,320,13644002.82,32004890.0,1,94,0.4263099426368908
PORTO FERREIRA / SP,785,13300934.94,17622898.0,1,98,0.7547529889805865
CONCEICAO DO ARAGUAIA / PA,300,12919418.67,137658241.0,1,15,0.09385140022238117
BROTAS / SP,2041,12912836.8292,25367964.0,1,131,0.5090214109890726
AGUIA BRANCA / ES,268,12839587.6,25919150.0,1,18,0.4953707046720282
XAPURI / AC,501,12730792.7,28472012.0,1,6,0.4471335815677515
CATENDE / PE,1054,12600023.379,35774694.0,1,45,0.352204923933102
SANTA HELENA / PR,1697,12584721.5615,30798194.0,2,99,0.4086188158143299
CHAVAL / CE,941,12384501.0177,2658804.0,1,9,4.657921763958532
MARECHAL CANDIDO RONDON / PR,1101,12342718.192,28837420.0,1,134,0.428010487484664
LINHARES / ES,351,12271414.98,56360170.0,1,42,0.21773204339163635
COLORADO DO OESTE / RO,761,12247652.84,4668516.0,1,75,2.6234573984538128
PASSO FUNDO / RS,353,11381042.23,69547371.0,1,52,0.1636444637138045
IMBE / RS,561,11366354.23,36114401.0,1,60,0.31473190514775534
VIAMAO / RS,176,11277181.225,54208675.0,1,42,0.20803277750286278
ELDORADO DO SUL / RS,877,11270271.8652,42045379.0,1,70,0.2680501908473699
ESPIGAO D'OESTE / RO,519,11218691.856,6140585.0,2,49,1.8269744423373344
SANTA LUZIA / PB,1866,11116728.52,16545082.0,2,49,0.6719053142196575
CACHOEIRINHA / RS,773,11059557.149,50563758.0,1,88,0.21872498379175062
LAPA / PR,1192,10963942.0936,24558063.0,1,151,0.446449790995324
CORNELIO PROCOPIO / PR,639,10908171.64,29545980.0,1,87,0.369193089550592
TAMANDARE / PE,1028,10862465.31,27768049.0,2,36,0.3911857584953124
ITABAIANA / SE,448,10800849.44,55817240.0,1,30,0.19350382498310556
RIO BRANCO / AC,177,10760934.0,50290400.0,1,13,0.21397590792676138
AMERICO BRASILIENSE / SP,1116,10661266.3615,18640567.0,1,59,0.5719389523666314
DOIS VIZINHOS / PR,1864,10548996.983,38277989.0,2,114,0.2755891116171228
GUAIRA / PR,1221,10518078.344,32975700.0,1,78,0.3189645206621846
PIRAQUARA / PR,776,10439149.123,38334395.0,1,159,0.2723180872686265
CABO FRIO / RJ,185,10171693.08,7286060.0,1,16,1.3960484926009393
PARIPUEIRA / AL,667,10068689.78,24316671.0,2,17,0.41406530441605266
RIBEIRAO PRETO / SP,65,10047889.9802,22490491.0,2,32,0.4467616994311062
BOM JESUS DOS PERDOES / SP,631,9694765.8177,10807355.0,1,87,0.8970525922115079
ITAPEVI / SP,147,9603097.75,23317407.0,1,13,0.4118424381407418
OURILANDIA DO NORTE / PA,496,9418511.7,5746336.0,1,5,1.6390464636944306
SARANDI / PR,520,9272703.394,5838100.0,1,48,1.5883084212329353
URUARA / PA,327,8979265.22,10134541.0,1,8,0.8860061072326808
PARA DE MINAS / MG,288,8889571.573,19788572.0,1,33,0.44922754269484433
SAO SEBASTIAO / SP,128,8849995.93,52772101.0,1,14,0.16770217145608812
SANTA CRUZ DO RIO PARDO / SP,919,8848279.158,24640220.0,1,57,0.35909903231383483
NOVA HARTZ / RS,705,8766713.9402,26077052.0,1,42,0.33618500819034297
GUARAPARI / ES,756,8562533.7814,34572279.0,1,107,0.2476705044929205
MATUREIA / PB,201,8547020.388,90026.0,1,8,94.93946624308533
PAICANDU / PR,741,8514698.996,4074229.0,2,27,2.0898920988486407
SANTO ANTONIO DE JESUS / BA,390,8369824.34,25371894.0,1,26,0.3298856734936698
SERRANA / SP,587,8271138.736,15904154.0,1,57,0.5200615346154218
TABOAO DA SERRA / SP,210,8260429.75,48069490.0,1,24,0.17184350718095823
OURO PRETO DO OESTE / RO,548,8244951.75,10218719.0,1,43,0.8068478788779689
GUARUJA / SP,91,8238771.2,46865846.0,1,21,0.17579478240934773
CAPELA / SE,948,8227644.26,21129543.0,2,45,0.3893905447931363
SAO SEBASTIAO DA GRAMA / SP,689,8227274.26,10095300.0,1,40,0.8149608491080007
OBIDOS / PA,210,8163643.0,7783800.0,2,8,1.0487991726406125
CABO DE SANTO AGOSTINHO / PE,178,8023939.0,17809400.0,1,24,0.4505451615439038
ARIQUEMES / RO,560,7979973.81,7156156.0,1,157,1.1151201580848713
GOIANESIA / GO,380,7918139.19,15052334.0,1,40,0.526040625327607
JARAGUA DO SUL / SC,277,7877309.136,44314278.0,1,22,0.1777600694746736
IBATE / SP,893,7838023.7506,8336348.0,1,62,0.9402227151025845
SENADOR SA / CE,1292,7835990.5096,1671402.0,1,16,4.688273981723128
TORITAMA / PE,754,7786083.43,15843057.0,2,52,0.4914508247997845
XEXEU / PE,1512,7726812.9,16167363.0,1,32,0.47792660435718554
MIRANTE DA SERRA / RO,2492,7671347.83,11340682.0,1,100,0.6764450171515258
ESTEIO / RS,1504,7638747.5897,35243387.0,1,188,0.21674272083157048
NOVA MAMORE / RO,901,7461214.146,11987243.0,1,72,0.6224295399701165
ITAPUA DO OESTE / RO,738,7391424.5,6893520.0,1,51,1.0722279038865485
OSORIO / RS,148,7299040.9,10653650.0,1,22,0.6851211462738123
SANTA CRUZ DAS PALMEIRAS / SP,1060,7204609.8543,8814756.0,1,93,0.817335142833222
SIRINHAEM / PE,713,7197367.94,19060526.0,2,27,0.37760594539730963
RIO BRANCO DO SUL / PR,242,7089296.737,796393.0,1,74,8.901756716847084
MONTE NEGRO / RO,1237,7046549.64,7636270.0,1,71,0.9227737678212006
TIMBAUBA / PE,275,7045915.62,26621767.0,1,16,0.2646674662880191
NOVO HORIZONTE DO OESTE / RO,1392,6866744.772,4250101.0,2,73,1.6156662564019066
ARAUCARIA / PR,139,6864734.0,30379022.0,1,20,0.22596955227854273
SANTA MARIA / RS,180,6850362.1,30182750.0,1,45,0.22696282147915614
ROLANDIA / PR,426,6842673.0132,14526819.0,1,67,0.47103725965058146
MESSIAS / AL,1085,6832197.38,8334236.0,2,41,0.8197748875841768
SALGADO DE SAO FELIX / PB,382,6783486.2,32675547.0,1,8,0.20760130503706642
AMARAJI / PE,2599,6773122.49,10213623.0,2,47,0.6631459267685913
SAO FRANCISCO DO GUAPORE / RO,687,6753163.97,6063217.0,1,46,1.113792227789307
IRATI / PR,755,6647606.93,8280875.0,1,86,0.8027662451129862
BENTO GONCALVES / RS,125,6623913.14,10574678.0,1,34,0.6263938381859003
DOURADOQUARA / MG,2022,6566050.0537,2899023.0,1,109,2.264918234074031
PALOTINA / PR,901,6559445.8746,17995492.0,1,74,0.36450494793918387
PARANAVAI / PR,634,6484842.3786,13715344.0,2,80,0.4728166044249419
CASTELO / ES,664,6447405.0324,22907243.0,1,47,0.2814570497375001
CAPANEMA / PR,1272,6350036.14,16455544.0,1,126,0.3858903807737988
CHAPADAO DO SUL / MS,674,6348705.05,13496952.0,1,67,0.47038064964593485
SAO VICENTE FERRER / PE,1243,6265872.48,23930228.0,1,19,0.2618392302823024
ITAMOGI / MG,1149,6133936.2527,7328027.0,1,35,0.8370515355224537
GRAVATAI / RS,120,5975788.91,18387660.0,1,33,0.3249890910534565
PATY DO ALFERES / RJ,914,5952614.9764,24614532.0,1,58,0.2418333599192542
AQUIDABA / SE,872,5861907.44,11491317.0,1,49,0.5101162416805664
PILAR / PB,885,5836313.47,11986973.0,1,13,0.4868880133458213
SAO MATEUS DO SUL / PR,952,5826340.6164,29961904.0,1,80,0.19445828998050324
SANTA GERTRUDES / SP,368,5807402.915,10879360.0,1,17,0.5338000502786928
OURINHOS / SP,291,5774075.836,35363096.0,1,46,0.1632797036775287
COLOMBO / PR,317,5761999.595,26678387.0,1,51,0.21598005887687288
ITAUEIRA / PI,317,5670881.03,7990875.0,2,2,0.7096695956325184
TAMBAU / SP,996,5570383.1399,19210233.0,1,136,0.2899695771467217
PALMEIRAIS / PI,523,5490024.08,7645009.0,1,2,0.7181187203311337
AGUA AZUL DO NORTE / PA,842,5478835.674,7504914.0,1,34,0.7300331055092703
GLORIA DO GOITA / PE,789,5477381.74,16604900.0,1,30,0.32986538551873246
CANDOI / PR,491,5471921.249,7077449.0,1,42,0.7731488067240047
CANDEIAS DO JAMARI / RO,362,5464993.1,4347769.0,1,28,1.2569649169493595
SATUBA / AL,666,5454639.81,11057765.0,1,2,0.4932859226073261
ARARAQUARA / SP,78,5408251.88,11092540.0,1,45,0.4875575729273908
CUITE DE MAMANGUAPE / PB,943,5264150.77,5724544.0,1,13,0.9195755626998412
DRACENA / SP,341,5252696.7866,10409409.0,1,32,0.5046104717952767
ITAPOLIS / SP,775,5225922.188,10093953.0,1,52,0.5177280088385591
OEIRAS / PI,741,5212843.04,10893827.0,1,2,0.47851347740330374
RIO FORMOSO / PE,887,5145194.56,13830083.0,1,8,0.3720291888342246
MARIALVA / PR,866,5123071.85,3286628.0,1,86,1.5587623089683407
UMUARAMA / PR,796,5121177.297,10017138.0,2,67,0.5112415639077749
CAMBIRA / PR,1113,5076352.585,3914629.0,1,70,1.2967646704195979
CAMPINA GRANDE DO SUL / PR,623,5063682.825,9299750.0,1,41,0.5444966612005699
SAO MANUEL / SP,270,5058823.38,12186841.0,1,55,0.41510538949347087
TAMARANA / PR,1494,5040434.5,11345238.0,1,81,0.4442775462268839
HERVAL / RS,195,5015920.0,6215000.0,1,30,0.8070667739340306
CARIACICA / ES,64,4975962.25,23680650.0,2,23,0.21012777309744454
ARROIO DO PADRE / RS,10,4920883.585,1003360.0,1,3,4.90440478492266
UNIAO DA VITORIA / PR,300,4887076.493,7966099.0,1,52,0.6134842779382983
AGUAI / SP,748,4873955.3105,8202482.0,1,54,0.5942049382735616
ASSIS CHATEAUBRIAND / PR,373,4829858.4745,12607670.0,2,35,0.3830889033818302
CAMAPUA / MS,394,4785769.75,14321737.0,1,35,0.3341612647963023
RIO BANANAL / ES,1336,4766108.6024,9454935.0,1,83,0.5040868712899665
SANTA RITA DO PASSA QUATRO / SP,1348,4740620.3777,8786390.0,1,95,0.5395413107886174
LUPIONOPOLIS / PR,1483,4654510.404,7951911.0,2,105,0.5853323061588592
MAMBORE / PR,312,4646425.9924,8293688.0,1,64,0.5602364101953196
COLATINA / ES,603,4574785.4282,11999589.0,1,77,0.3812451766639674
CAMBE / PR,424,4468004.381,10249994.0,1,71,0.43590312160182726
BAYEUX / PB,385,4464980.3,13958402.0,1,7,0.3198776120647621
MONTE ALEGRE / PA,336,4464469.3801,3682015.0,1,38,1.2125071136592327
BITURUNA / PR,448,4401296.771,4932017.0,1,44,0.8923928630010804
BURITIS / RO,852,4394403.0976,9124161.0,2,116,0.48162270455332823
NOVA VENECIA / ES,178,4344322.8,23177900.0,1,27,0.18743383999413232
FORQUILHINHA / SC,649,4316465.804,24945495.0,1,50,0.1730358849964693
JAGUARIAIVA / PR,761,4298003.6495,3098759.0,1,62,1.3870080407995589
REDENCAO / PA,385,4191841.1136,4449811.0,2,18,0.9420267767777103
SANTANA DO ARAGUAIA / PA,498,4190123.52,8408610.0,1,24,0.4983134572777189
SAO PEDRO DO IVAI / PR,427,4168356.082,4712437.0,1,48,0.8845436197873838
ITATUBA / PB,766,4128433.0,4280559.0,1,18,0.9644611836911955
SAO JOSE DE CAIANA / PB,767,4117360.16,2039604.0,1,16,2.018705670316395
MACHADINHO D'OESTE / RO,483,4106059.3,7357670.0,1,34,0.5580651619330576
TRABIJU / SP,423,4093575.8348,2634434.0,1,18,1.5538729893404049
MATAO / SP,403,4048797.4373,11553851.0,1,20,0.35042839286225863
FLORES DA CUNHA / RS,1605,4021519.9045,28521846.0,1,43,0.1409978829736336
TAQUARA / RS,147,3863765.2,14495800.0,1,35,0.2665437712992729
PIACATU / SP,1258,3853229.014,5100252.0,1,39,0.7554977703062515
CASSIA DOS COQUEIROS / SP,938,3847242.79,6286281.0,1,23,0.6120061750341736
VICENCIA / PE,546,3787457.7,11474994.0,1,22,0.3300618457839717
NOVA TEBAS / PR,1505,3758751.567,2535082.0,1,133,1.482694274583623
ARUJA / SP,221,3732150.0,19754531.0,1,34,0.18892627721711033
PRAINHA / PA,186,3727891.6,3880520.0,1,5,0.9606680547967799
CONTENDA / PR,549,3654694.599,6019627.0,1,63,0.6071297439193492
BELTERRA / PA,201,3645489.0,3789200.0,1,30,0.9620735247545656
JOAO ALFREDO / PE,248,3642656.15,10833662.0,1,8,0.33623498222484693
FLORIDA / PR,1945,3597464.5181,2294150.0,1,104,1.5681034448924438
PARANAGUA / PR,206,3593598.7238,3258052.0,1,36,1.1029899841377608
GROAIRAS / CE,640,3580428.03,836021.0,1,23,4.282701068513829
CAPELA / AL,451,3566921.0555,3842628.0,1,8,0.9282504201551646
MARICA / RJ,137,3549142.2594,7288539.0,1,21,0.4869483801074536
PINHAIS / PR,267,3538326.1049,24635046.0,1,24,0.14362977462676546
SERINGUEIRAS / RO,1334,3524384.5208,1188041.0,2,88,2.9665512560593448
SAO FIDELIS / RJ,164,3503443.7,7159705.0,1,9,0.4893279401874798
PORTO DA FOLHA / SE,503,3475678.76,4570578.0,1,7,0.7604462192746737
MAUA DA SERRA / PR,1240,3471681.6426,7397596.0,1,43,0.4692986265538156
BATALHA / PI,164,3445089.0,4258700.0,1,3,0.8089532016812643
JOAQUIM GOMES / AL,346,3419930.13,14943440.0,1,14,0.2288582903267253
ARRAIAL / PI,742,3402066.6568,5047316.0,2,2,0.6740348051915117
NOVA BRASILANDIA D`OESTE / RO,181,3392793.92,1307001.0,1,29,2.5958617629213747
MACAMBIRA / SE,948,3370176.12,9848338.0,1,31,0.34220760091702784
PRESIDENTE MEDICI / RO,222,3365352.14,1606671.0,1,27,2.0946118651547208
FEIRA NOVA / PE,746,3322512.84,11991028.0,1,17,0.2770832358993741
PONGAI / SP,1104,3317318.34,11856648.0,1,52,0.2797855127351339
MAR VERMELHO / AL,1750,3252250.9234,14076278.0,1,26,0.23104480626199625
NOSSA SENHORA APARECIDA / SE,415,3162499.82,1680552.0,1,12,1.8818220560863335
FARTURA / SP,808,3162086.5,8811868.0,1,44,0.35884406121380846
SAO MIGUEL DOS MILAGRES / AL,247,3121174.09,8932182.0,1,7,0.3494301941003889
CANOAS / RS,19,3077860.0,18663625.0,1,13,0.1649122290016007
MATARACA / PB,709,3059903.8,4504995.0,1,7,0.6792246828242873
MATELANDIA / PR,431,3049268.14,5124826.0,1,61,0.5949993502218417
GUARAREMA / SP,183,3021348.2738,10630988.0,1,21,0.28420202090341934
ESPERANTINA / PI,361,2992395.03,9133797.0,1,12,0.3276178603487684
SIMPLICIO MENDES / PI,369,2964197.106,4901984.0,1,1,0.6046933457963143
IGUABA GRANDE / RJ,230,2954138.72,4603468.0,1,15,0.6417202682846932
CARLOPOLIS / PR,385,2937531.138,2141540.0,1,32,1.3716909971329043
SEBASTIAO LEAL / PI,1024,2921898.475,5737520.0,1,7,0.509261575558778
JAPARATINGA / AL,953,2916299.35,10135466.0,1,3,0.28773214275495573
TOLEDO / PR,186,2889022.0,12666227.0,1,26,0.2280886012859236
PALMEIRA / PR,411,2877038.4,12757790.0,1,44,0.2255122870026862
CANHOTINHO / PE,497,2856426.65,3231324.0,1,30,0.8839802662933213
VALE DO ANARI / RO,424,2843051.766,1878076.0,1,36,1.5138108180925585
SANTA CRUZ DO SUL / RS,108,2836850.855,17796060.0,1,21,0.15940892843696863
GOIOERE / PR,993,2767498.3412,5657225.0,1,100,0.4891971489908922
SAO MAMEDE / PB,706,2767036.82,2593504.0,1,9,1.0669105657828173
AREIA BRANCA / SE,351,2755567.07,5722014.0,1,21,0.4815729339354989
INOCENCIA / MS,596,2715800.154,2913021.0,1,31,0.932296799096196
BARREIROS / PE,179,2707288.7,14760902.0,1,7,0.18340943527705827
SAO JOSE DA BARRA / MG,647,2678714.61,6288400.0,1,14,0.4259771340881623
TRES RIOS / RJ,490,2676281.17,7729343.0,1,32,0.346249502706763
UBAJARA / CE,416,2631476.734,202146.0,1,10,13.017703709200282
CENTRALINA / MG,174,2619814.13,130123.0,1,17,20.133367121876994
PIRACURUCA / PI,172,2615629.0,3156114.0,2,4,0.8287498487063522
CACHOEIRO DE ITAPEMIRIM / ES,69,2608852.6,14437350.0,1,18,0.1807016246056236
PRADOPOLIS / SP,230,2570409.04,7346305.0,1,28,0.3498914134384565
URUPA / RO,1987,2565470.3296,2164262.0,1,31,1.1853788171672375
MERCEDES / PR,1315,2556947.1375,4960679.0,1,49,0.5154429741372099
PEDRA BRANCA / PB,680,2546805.7,2065938.0,1,2,1.2327599860208778
FLORIANO / PI,510,2524257.88,6578942.0,1,13,0.3836875108490088
ITAMBE / PE,481,2514178.64,9350920.0,1,22,0.2688696556060794
PORTO ACRE / AC,98,2505759.0,6003300.0,1,1,0.41739693168757186
ESTANCIA / SE,4,2458800.0,12575.0,1,2,195.53081510934393
BORBOREMA / SP,629,2447338.6,3792867.0,1,47,0.6452476714843943
SAPUCAIA / RJ,309,2443277.17,429910.0,1,18,5.683229443371868
BANNACH / PA,660,2429632.34,1098784.0,1,2,2.211201054984419
MINISTRO ANDREAZZA / RO,854,2427355.858,4501095.0,1,62,0.5392811877998576
EMAS / PB,898,2418598.2041,2670985.0,2,3,0.9055079695692788
ITABIRA / MG,111,2400035.0,14315715.0,1,25,0.1676503758282419
BARRA DE SANTO ANTONIO / AL,317,2378688.276,8925455.0,1,4,0.26650610820400755
ITABAIANA / PB,813,2376051.9,6998690.0,1,12,0.339499520624574
SANTANA DO MUNDAU / AL,973,2349305.4338,5548630.0,2,29,0.42340279200451286
SANTA LUZIA D`OESTE / RO,387,2339955.64,1334214.0,1,36,1.7538083395916997
SAPUCAIA / PA,447,2336383.14,3420065.0,1,25,0.6831399812576662
NOVA UNIAO / RO,535,2279618.55,1478320.0,1,51,1.5420332201417823
GUARATUBA / PR,185,2277931.64,487811.0,1,35,4.669701257249222
TOMAR DO GERU / SE,381,2275469.118,4017700.0,1,11,0.5663611314931428
MONCOES / SP,1105,2260755.49,2520018.0,1,10,0.8971187864531127
ESPIGAO D`OESTE / RO,366,2259230.02,758948.0,1,32,2.9767915851942424
IBITINGA / SP,165,2256875.74,8870058.0,1,33,0.2544375403182257
MIGUEL PEREIRA / RJ,301,2237346.208,6198215.0,2,30,0.36096621495059467
PASSO DE CAMARAGIBE / AL,227,2197193.488,6399648.0,1,5,0.3433303656701118
PLANALTINA DO PARANA / PR,825,2193431.929,2192422.0,1,50,1.000460645350211
LINS / SP,262,2192859.9796,6437203.0,1,40,0.3406541598268689
NOSSA SENHORA DA GLORIA / SE,206,2177936.81,9953245.0,1,11,0.21881675875556164
SAO SIMAO / SP,466,2158027.5197,9303894.0,1,43,0.23194885063178924
BRASILANDIA / MS,706,2156800.18,4840306.0,1,18,0.44559170019416133
BOQUEIRAO / PB,346,2155153.42,4770468.0,1,10,0.45176980958681623
RIO AZUL / PR,460,2122536.44,5218300.0,1,44,0.40674864227813656
IRACEMAPOLIS / SP,67,2118512.85,1602250.0,1,24,1.3222111717896707
QUATRO PONTES / PR,765,2108354.8769,6997147.0,1,53,0.30131636178288096
CUJUBIM / RO,270,2092381.0,3498800.0,1,30,0.5980281810906597
CHA PRETA / AL,345,2077754.668,7505455.0,1,16,0.2768326061511261
MANDAGUACU / PR,416,2077538.2226,2509716.0,1,48,0.8277981343705821
SANTA CRUZ DA CONCEICAO / SP,395,2071216.4,4438370.0,1,25,0.46666149960458453
MACHADOS / PE,479,2048957.802,6776932.0,1,25,0.3023429779138997
PIEN / PR,830,2036731.502,12186802.0,1,57,0.16712600253946852
ALTA FLORESTA D`OESTE / RO,397,2036717.01,2286426.0,1,45,0.8907863232835875
AGUDOS / SP,221,2020276.008,7862019.0,1,20,0.2569665639322418
GUACUI / ES,345,2006258.54,13057864.0,1,19,0.15364370007223233
GUADALUPE / PI,515,2000236.34,3222413.0,1,3,0.6207262507940479
CACIMBAS / PB,436,1995757.23,3916196.0,1,25,0.509616278143382
BOM JARDIM / PE,229,1980592.08,1284894.0,1,21,1.5414439479054305
PATO BRAGADO / PR,733,1970766.09,3964606.0,1,40,0.49709002357359094
ALIANCA / PE,266,1956121.92,12079170.0,1,8,0.1619417493089343
PAROBE / RS,259,1954974.25,12045265.0,1,37,0.16230230302114565
TUPACIGUARA / MG,93,1937724.0,225190.0,1,7,8.60484035703184
MARMELEIRO / PR,355,1852827.495,11473200.0,1,36,0.16149178040999895
ITAPECERICA DA SERRA / SP,23,1850006.5,276800.0,1,4,6.683549494219653
VERA MENDES / PI,693,1822965.7882,2322107.0,1,8,0.7850481430011623
MARIPA / PR,757,1818593.0771,4396546.0,1,68,0.41364131686555766
GUAPOREMA / PR,988,1816361.7118,1299660.0,1,79,1.3975668342489573
DIONISIO CERQUEIRA / SC,590,1808635.0885,9117678.0,1,73,0.19836575589749936
GRANDES RIOS / PR,599,1800762.13,2123996.0,1,25,0.8478180420302109
CABIXI / RO,1100,1796845.03,1867095.0,2,93,0.9623747211577344
MANDAGUARI / PR,271,1787747.38,11485343.0,1,44,0.15565467918546272
PAULA FREITAS / PR,545,1755370.08,4171833.0,1,54,0.42076710165531556
PALMARES / PE,154,1749207.69,9762817.0,1,9,0.17917038596544418
JURIPIRANGA / PB,609,1746079.55,2812234.0,1,25,0.6208870065577758
CACIMBA DE AREIA / PB,613,1710527.68,4305359.0,1,19,0.3973019857345229
CUMARU DO NORTE / PA,269,1698908.28,1917838.0,1,6,0.8858455615124948
BREJO GRANDE / SE,432,1696835.18,5397148.0,1,10,0.31439478406002574
SANTO ANTONIO DA PATRULHA / RS,171,1674822.15,13334300.0,1,28,0.1256025550647578
JOAQUIM PIRES / PI,209,1670861.8,5263224.0,1,4,0.31745975470548093
BARRAS / PI,64,1651877.53,1123539.0,1,2,1.4702449403180486
IBIPORA / PR,158,1625810.14,1898070.0,1,25,0.8565596316258093
CASTRO / PR,122,1620468.0,3573760.0,1,20,0.45343503760744985
PATO BRANCO / PR,47,1608861.7,1419851.0,2,21,1.1331200949958833
BELEM DE MARIA / PE,419,1604505.16,4997021.0,1,4,0.3210923388154662
CONDADO / PB,663,1604389.855,4145414.0,1,14,0.38702765393275557
SANTA MARIA DAS BARREIRAS / PA,382,1594374.61,3511159.0,1,16,0.4540878410803954
NOVA EUROPA / SP,467,1583751.18,4926130.0,1,32,0.32150007815465687
DIADEMA / SP,12,1576107.4,80404.0,1,9,19.602350629321922
SAO JOAO DO TRIUNFO / PR,479,1568116.41,4973977.0,1,40,0.31526410556381745
MURICI / AL,229,1561708.64,8264078.0,2,2,0.1889755445193039
BANDEIRANTES / PR,417,1559005.6468,1188934.0,1,81,1.3112634063791597
THEOBROMA / RO,271,1556630.15,845480.0,1,23,1.841120014666225
PITIMBU / PB,141,1546443.0,2254810.0,1,4,0.685841822592591
BONITO / MS,110,1544246.5,9078750.0,1,10,0.17009461654963515
GUAJARA-MIRIM / RO,114,1541472.8,605320.0,2,25,2.5465419943170553
JOAO NEIVA / ES,197,1523298.66,3166677.0,1,19,0.48104011239542266
TEUTONIA / RS,266,1516721.01,1578490.0,1,45,0.9608683045188756
FOZ DO IGUACU / PR,41,1508196.24,6629758.0,1,16,0.2274888827012992
NOVA BRASILANDIA D'OESTE / RO,222,1504657.54,1286317.0,1,35,1.169740849261885
SERRA GRANDE / PB,521,1500439.95,2242643.0,2,12,0.6690498443131608
SANTOPOLIS DO AGUAPEI / SP,1166,1478160.7153,2265711.0,1,41,0.6524047927118684
SAO JOSE DA COROA GRANDE / PE,201,1476349.4,6447374.0,1,21,0.228984606756177
REGISTRO / SP,54,1470915.1456,3414158.0,1,20,0.4308280828245207
SANTA LUCIA / PR,189,1463731.98,2313130.0,1,36,0.6327927872622809
SAPE / PB,152,1461538.2,3994120.0,1,4,0.3659224560103352
ITAPORANGA / PB,858,1439180.78,4423590.0,1,21,0.32534226273230565
MAIRIPORA / SP,89,1435372.78,4124435.0,1,18,0.3480168265471513
MONSENHOR GIL / PI,275,1425484.83,2555775.0,1,2,0.5577505179446548
BARRACAO / PR,435,1424509.6542,6007361.0,2,52,0.2371273599505673
ALHANDRA / PB,248,1419334.5001,3709811.0,1,7,0.3825894365238553
ALTO PARAISO / RO,277,1413570.63,1690333.0,1,45,0.8362675460989047
PIRASSUNUNGA / SP,266,1398121.851,1896496.0,1,47,0.7372131821000414
SEVERIANO MELO / RN,381,1390021.62,1566923.0,1,10,0.887102697452268
CAMPINAS DO PIAUI / PI,450,1383402.59,3165632.0,1,3,0.43700676199886784
ALTO ALEGRE DOS PARECIS / RO,616,1349179.68,1522643.0,1,45,0.8860774850046924
RIBEIRAO CLARO / PR,344,1343900.859,3934658.0,1,36,0.3415546812454856
SAO JOAO BATISTA DO GLORIA / MG,222,1322748.415,1714388.0,1,16,0.7715572058367184
ASTORGA / PR,298,1322003.06,3523093.0,1,21,0.3752393308947564
CARIRA / SE,319,1318981.25,2032062.0,1,22,0.6490851411029781
SANTO INACIO / PR,450,1315400.918,1184638.0,1,42,1.11038217413252
SALTO DO LONTRA / PR,333,1301871.848,3377675.0,1,48,0.3854343144322648
SANTA CRUZ DO CAPIBARIBE / PE,77,1290301.0,1719626.0,1,2,0.7503381549243847
FRANCISCO AYRES / PI,356,1286504.5,1837185.0,2,6,0.7002585477238275
PINDOBA / AL,460,1285975.0,5134910.0,1,13,0.2504376902418932
RIO CRESPO / RO,236,1271449.73,1393723.0,1,21,0.9122686000015785
SAO MATEUS / ES,77,1266391.6,7422120.0,1,18,0.1706239726654918
TERENOS / MS,212,1263292.58,5086776.0,1,8,0.24834838019209024
BATATAIS / SP,256,1261441.1252,4296169.0,1,16,0.2936199961407477
MUNDO NOVO / MS,300,1260076.18,6899960.0,1,18,0.18262079490315886
CENTENARIO / TO,420,1258612.7144,489881.0,1,1,2.569221330078121
FLORAI / PR,588,1256725.255,2385616.0,1,39,0.5267927675703047
CACHOEIRINHA / PE,261,1247375.2988,3911690.0,1,19,0.31888398589867806
SAO MIGUEL DO GUAPORE / RO,108,1244978.4,446840.0,2,12,2.7861838689463787
CRUZEIRO DO OESTE / PR,483,1235617.34,2746061.0,2,26,0.4499599025658935
SAO JOSE DE ESPINHARAS / PB,792,1228159.7135,2306063.0,2,32,0.532578560733163
