fornecedor_id,fornecedor,registros,valor_total,quantidade_total,instituicoes,fornecedores,preco_ponderado
67729178000572,COMERCIAL CIRURGICA RIOCLARENSE LTDA,554,89916712.3922,225659163.0,70,1,0.39846249182533744
61190096001679,EUROFARMA LABORATORIOS S.A.,6,89492378.52,56392044.0,1,1,1.5869681638069368
02873606000167,ALMINHANA COMERCIO E REPRESENTACAO LTDA,18,88159917.57,6032710001.0,7,1,0.014613650839404902
07752236000808,MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES S/A,97,85604908.75,32614893.0,7,1,2.6247183686912603
36958637000132,MEDKA DISTRIBUIDORA HOSPITALAR LTDA,86,85005998.8324,7056317.0,9,1,12.046794217493346
12418191000195,CONQUISTA DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA,816,84905838.5804,177903541.0,162,1,0.47725772125243987
25210463000370,PTC FARMACEUTICA DO BRASIL LTDA.,20,84728705.52,31324.0,7,1,2704.913341846507
18625083000170,SUL MINAS INDUSTRIA E COMERCIO DE CONFECCOES LTDA,2,84037980.0,7503000.0,2,1,11.200583766493402
12882932000194,EXOMED COMERCIO ATACADISTA DE MEDICAMENTOS LTDA,47,82610719.56,25185848.0,9,1,3.280045188869559
06294126000100,RS - PRODUTOS HOSPITALARES LTDA,2001,80565177.0385,393656804.0,41,1,0.20465841367370344
04470877000105,MEDIGRAM COMERCIO DE MEDICAMENTOS LTDA,1973,80415688.4339,105290790.0,92,1,0.7637485523083263
61613881000100,DAKFILM COMERCIAL LTDA,234,79290481.82,14490729.0,39,1,5.471807651637126
92265552000140,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA,10,78612143.51,175639387.0,1,1,0.4475769635315341
27718661000103,ARMAZEM DOS MEDICAMENTOS LTDA,1451,77724596.1471,127111403.0,39,1,0.6114683208012424
61286647000973,SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA.,11,77717679.2,763963.0,4,1,101.72963769187776
