year,column,rule,affected,encoding_fixed,invalid
2025,preco_unitario,texto_NFC_espacos_encoding,0,0.0,
2025,preco_unitario,vazio_para_nulo,0,,
2025,preco_total,texto_NFC_espacos_encoding,0,0.0,
2025,preco_total,vazio_para_nulo,0,,
2025,id_bps,texto_NFC_espacos_encoding,0,0.0,
2025,id_bps,vazio_para_nulo,0,,
2025,quantidade,conversao_decimal_exata,34233,,0.0
2025,preco_unitario,conversao_decimal_exata,34233,,0.0
2025,preco_total,conversao_decimal_exata,34233,,0.0
2025,capacidade_informada,conversao_decimal_exata,12658,,0.0
2025,data_compra,data_dd_mm_aaaa_para_ISO,34233,,0.0
2025,data_insercao,data_dd_mm_aaaa_para_ISO,34233,,0.0
2025,cnpj_instituicao,retira_pontuacao_CNPJ_preserva_zeros,0,,
2025,cnpj_fornecedor,retira_pontuacao_CNPJ_preserva_zeros,0,,
2025,cnpj_fabricante,retira_pontuacao_CNPJ_preserva_zeros,0,,
2026,ano_compra,texto_NFC_espacos_encoding,0,0.0,
2026,ano_compra,vazio_para_nulo,0,,
2026,cnpj_instituicao,texto_NFC_espacos_encoding,0,0.0,
2026,cnpj_instituicao,vazio_para_nulo,0,,
2026,uf,texto_NFC_espacos_encoding,0,0.0,
2026,uf,vazio_para_nulo,0,,
2026,uf,categoria_caixa_alta,0,,
2026,esfera,texto_NFC_espacos_encoding,0,0.0,
2026,esfera,vazio_para_nulo,0,,
2026,esfera,categoria_caixa_alta,0,,
2026,data_compra,texto_NFC_espacos_encoding,0,0.0,
2026,data_compra,vazio_para_nulo,0,,
2026,data_insercao,texto_NFC_espacos_encoding,0,0.0,
2026,data_insercao,vazio_para_nulo,0,,
2026,validade_compra,texto_NFC_espacos_encoding,0,0.0,
2026,validade_compra,vazio_para_nulo,0,,
2026,codigo_catmat,texto_NFC_espacos_encoding,0,0.0,
2026,codigo_catmat,vazio_para_nulo,0,,
2026,descricao_produto,texto_NFC_espacos_encoding,0,0.0,
2026,descricao_produto,vazio_para_nulo,0,,
2026,descricao_produto,categoria_caixa_alta,139,,
2026,codigo_pdm,texto_NFC_espacos_encoding,0,0.0,
2026,codigo_pdm,vazio_para_nulo,9,,
2026,codigo_grupo,texto_NFC_espacos_encoding,0,0.0,
2026,codigo_grupo,vazio_para_nulo,9,,
2026,grupo,texto_NFC_espacos_encoding,0,0.0,
2026,grupo,vazio_para_nulo,9,,
2026,codigo_classe,texto_NFC_espacos_encoding,0,0.0,
2026,codigo_classe,vazio_para_nulo,9,,
2026,classe,texto_NFC_espacos_encoding,0,0.0,
2026,classe,vazio_para_nulo,9,,
2026,generico,texto_NFC_espacos_encoding,0,0.0,
2026,generico,vazio_para_nulo,2785,,
2026,generico,categoria_caixa_alta,0,,
2026,tipo_compra,texto_NFC_espacos_encoding,0,0.0,
2026,tipo_compra,vazio_para_nulo,0,,
2026,tipo_compra,categoria_caixa_alta,0,,
2026,unidade_medida,texto_NFC_espacos_encoding,0,0.0,
2026,unidade_medida,vazio_para_nulo,6985,,
2026,unidade_medida,categoria_caixa_alta,0,,
2026,cnpj_fornecedor,texto_NFC_espacos_encoding,0,0.0,
2026,cnpj_fornecedor,vazio_para_nulo,0,,
2026,fornecedor,texto_NFC_espacos_encoding,0,0.0,
2026,fornecedor,vazio_para_nulo,0,,
2026,fornecedor,categoria_caixa_alta,0,,
2026,cnpj_fabricante,texto_NFC_espacos_encoding,0,0.0,
2026,cnpj_fabricante,vazio_para_nulo,0,,
2026,fabricante,texto_NFC_espacos_encoding,0,0.0,
2026,fabricante,vazio_para_nulo,0,,
2026,fabricante,categoria_caixa_alta,0,,
2026,quantidade,texto_NFC_espacos_encoding,0,0.0,
2026,quantidade,vazio_para_nulo,0,,
2026,observacao,texto_NFC_espacos_encoding,43,0.0,
2026,observacao,vazio_para_nulo,6221,,
2026,instituicao,texto_NFC_espacos_encoding,0,0.0,
2026,instituicao,vazio_para_nulo,79,,
2026,instituicao,categoria_caixa_alta,0,,
2026,municipio,texto_NFC_espacos_encoding,0,0.0,
2026,municipio,vazio_para_nulo,0,,
2026,municipio,categoria_caixa_alta,0,,
2026,unidade_apresentacao,texto_NFC_espacos_encoding,0,0.0,
2026,unidade_apresentacao,vazio_para_nulo,2,,
2026,unidade_apresentacao,categoria_caixa_alta,0,,
2026,pdm,texto_NFC_espacos_encoding,0,0.0,
2026,pdm,vazio_para_nulo,9,,
2026,numero_processo,texto_NFC_espacos_encoding,0,0.0,
2026,numero_processo,vazio_para_nulo,0,,
2026,numero_ata,texto_NFC_espacos_encoding,0,0.0,
2026,numero_ata,vazio_para_nulo,217,,
2026,unidade_fornecimento,texto_NFC_espacos_encoding,0,0.0,
2026,unidade_fornecimento,vazio_para_nulo,2,,
2026,unidade_fornecimento,categoria_caixa_alta,0,,
2026,registro_anvisa,texto_NFC_espacos_encoding,0,0.0,
2026,registro_anvisa,vazio_para_nulo,2785,,
2026,modalidade_compra,texto_NFC_espacos_encoding,0,0.0,
2026,modalidade_compra,vazio_para_nulo,0,,
2026,modalidade_compra,categoria_caixa_alta,11146,,
2026,capacidade_informada,texto_NFC_espacos_encoding,0,0.0,
2026,capacidade_informada,vazio_para_nulo,6985,,
2026,preco_unitario,texto_NFC_espacos_encoding,0,0.0,
2026,preco_unitario,vazio_para_nulo,0,,
2026,preco_total,texto_NFC_espacos_encoding,0,0.0,
2026,preco_total,vazio_para_nulo,0,,
2026,id_bps,texto_NFC_espacos_encoding,0,0.0,
2026,id_bps,vazio_para_nulo,0,,
2026,quantidade,conversao_decimal_exata,11146,,0.0
2026,preco_unitario,conversao_decimal_exata,11146,,0.0
2026,preco_total,conversao_decimal_exata,11146,,0.0
2026,capacidade_informada,conversao_decimal_exata,4161,,0.0
2026,data_compra,data_dd_mm_aaaa_para_ISO,11146,,0.0
2026,data_insercao,data_dd_mm_aaaa_para_ISO,11146,,0.0
2026,cnpj_instituicao,retira_pontuacao_CNPJ_preserva_zeros,0,,
2026,cnpj_fornecedor,retira_pontuacao_CNPJ_preserva_zeros,0,,
2026,cnpj_fabricante,retira_pontuacao_CNPJ_preserva_zeros,0,,

