fabricante_id,fabricante,ocorrencias,rotulo
02477571000147,DENTAL MED SUL ARTIGOS ODONTOLOGICOS LTDA,9,DENTAL MED SUL ARTIGOS O [M0227]
02477745000171,FORCAMEDICA INDUSTRIA E COMERCIO DE MOVEIS HOSPITALARES LTDA,1,FORCAMEDICA INDUSTRIA E  [M0228]
02485346000152,SICAD DO BRASIL FITAS AUTOADESIVAS LTDA,2,SICAD DO BRASIL FITAS AU [M0229]
02491464000173,SKY INDUSTRIA E COMERCIO DE PRODUTOS DESCARTAVEIS LTDA.,19,SKY INDUSTRIA E COMERCIO [M0230]
02501297000102,PHARLAB INDUSTRIA FARMACEUTICA S.A,4307,PHARLAB INDUSTRIA FARMAC [M0231]
02507452000190,SC -BRINDES LTDA,8,SC -BRINDES LTDA [M0232]
02513899000171,GRIFOLS BRASIL LTDA,68,GRIFOLS BRASIL LTDA [M0233]
02513899000252,GRIFOLS BRASIL LTDA,1,GRIFOLS BRASIL LTDA [M0234]
02520218000100,ANDREONI TEXTIL LTDA,60,ANDREONI TEXTIL LTDA [M0235]
02521357000140,BRINTEX COMERCIO DE TECIDOS LTDA,3,BRINTEX COMERCIO DE TECI [M0236]
02527107000118,G V S DO BRASIL LTDA,2,G V S DO BRASIL LTDA [M0237]
02534069000120,BIOTECNICA INDUSTRIA E COMERCIO LTDA,13,BIOTECNICA INDUSTRIA E C [M0238]
02535505000186,ECOPER QUIMICA LTDA,16,ECOPER QUIMICA LTDA [M0239]
02543673000113,3 - R INDUSTRIA E COMERCIO LTDA,215,3 - R INDUSTRIA E COMERC [M0240]
02549960000130,RICEL PRODUTOS DE LIMPEZA LTDA,1,RICEL PRODUTOS DE LIMPEZ [M0241]
02550258000197,NEKPLAST INDUSTRIA E COMERCIO DE EMBALAGENS PLASTICAS LTDA,1,NEKPLAST INDUSTRIA E COM [M0242]
02552927000160,OCTAPHARMA BRASIL LTDA.,13,OCTAPHARMA BRASIL LTDA. [M0243]
02563570000115,MEDI-SAUDE PRODUTOS MEDICOS HOSPITALARES LTDA,12,MEDI-SAUDE PRODUTOS MEDI [M0244]
02565450000157,MARIN MEDICAL LTDA,1,MARIN MEDICAL LTDA [M0245]
02567922000100,SUPLAN- LABORATORIO DE SUPLEMENTOS ALIMENTARES LTDA,3,SUPLAN- LABORATORIO DE S [M0246]
02582267000160,"NAYR INDUSTRIA, COMERCIO E DISTRIBUICAO DE PRODUTOS LTDA",16,"NAYR INDUSTRIA, COMERCIO [M0247]"
02608793000151,"EXCELLENCE MEDICAL COMERCIO, IMPORTACAO E EXPORTACAO LTDA",1,EXCELLENCE MEDICAL COMER [M0248]
02625651000100,"SANFARMA INDUSTRIA, COMERCIO E IMPORTACAO E EXPORTACAO LTDA",3,"SANFARMA INDUSTRIA, COME [M0249]"
02629588000172,FIRST MEDICAL SERVICE LTDA,1,FIRST MEDICAL SERVICE LT [M0250]
02635522000195,JALLES MACHADO S.A.,111,JALLES MACHADO S.A. [M0251]
02660623000116,MEDPHAR FARMACEUTICA LTDA,9,MEDPHAR FARMACEUTICA LTD [M0252]
02661790000181,SARSTEDT LTDA,1,SARSTEDT LTDA [M0253]
02685377000157,SANOFI-AVENTIS FARMACEUTICA LTDA,510,SANOFI-AVENTIS FARMACEUT [M0254]
02704301000121,BIOMEDICA - ESTEVES & ANJOS LTDA,34,BIOMEDICA - ESTEVES & AN [M0255]
02761298000188,WEB WELLHEAD EQUIPMENT DO BRASIL LTDA,2,WEB WELLHEAD EQUIPMENT D [M0256]
02764228000183,BIOLUX COMERCIO DE PRODUTOS PARA HIGIENE E LIMPEZA LTDA,7,BIOLUX COMERCIO DE PRODU [M0257]
02794555000188,COLOPLAST DO BRASIL LTDA,148,COLOPLAST DO BRASIL LTDA [M0258]
02794555000340,COLOPLAST DO BRASIL LTDA,96,COLOPLAST DO BRASIL LTDA [M0259]
02799882000122,LOTUS INDUSTRIA E COMERCIO LTDA.,8,LOTUS INDUSTRIA E COMERC [M0260]
02814280000105,CIENLABOR INDUSTRIA E COMERCIO LTDA,1,CIENLABOR INDUSTRIA E CO [M0261]
02814497000107,CIMED INDUSTRIA S.A.,6747,CIMED INDUSTRIA S.A. [M0262]
02814497000298,CIMED INDUSTRIA S.A.,312,CIMED INDUSTRIA S.A. [M0263]
02814497000379,CIMED INDUSTRIA S.A.,89,CIMED INDUSTRIA S.A. [M0264]
02816696000154,PONTAMED FARMACEUTICA LTDA,1,PONTAMED FARMACEUTICA LT [M0265]
02823683000102,CAPRICORN TECHNOLOGIES DO BRASIL LTDA,2,CAPRICORN TECHNOLOGIES D [M0266]
02828962000169,MAC ARTIGOS ODONTOLOGICOS E PROTESE LTDA,17,MAC ARTIGOS ODONTOLOGICO [M0267]
02836248000112,BARRFAB INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO DE EQUIPAMENTOS HOSPITALARES LTDA,3,BARRFAB INDUSTRIA COMERC [M0268]
02881877000164,POLAR FIX INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES LTDA,665,POLAR FIX INDUSTRIA E CO [M0269]
02896807000180,LENZ CORPORATION COMERCIAL LTDA,10,LENZ CORPORATION COMERCI [M0270]
02914028000160,CARINHO INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO LTDA,1,CARINHO INDUSTRIA COMERC [M0271]
02916028000107,FRADEL-MED INDUSTRIA E COMERCIO DE APARELHOS MEDICOS LTDA,40,FRADEL-MED INDUSTRIA E C [M0272]
02923414000118,SYSMEX DO BRASIL INDUSTRIA E COMERCIO LTDA,8,SYSMEX DO BRASIL INDUSTR [M0273]
02932074000191,HYPERA S.A.,292,HYPERA S.A. [M0274]
02936819000190,APICE HEALTHCARE EQUIPAMENTOS MEDICOS HOSPITALARES LTDA,6,APICE HEALTHCARE EQUIPAM [M0275]
02946060000127,PROLINE INDUSTRIA E COMERCIO LTDA,16,PROLINE INDUSTRIA E COME [M0276]
02949582000182,MEDICALWAY EQUIPAMENTOS MEDICOS LTDA,8,MEDICALWAY EQUIPAMENTOS  [M0277]
02956130000128,DIMENSAO DISTRIBUIDORA DE MEDICAMENTOS LTDA,85,DIMENSAO DISTRIBUIDORA D [M0278]
02980777000195,NEW-IMAS INDUSTRIA E COMERCIO LTDA.,1,NEW-IMAS INDUSTRIA E COM [M0279]
03021560000110,PREMIUM INDUSTRIA E COMERCIO LTDA,222,PREMIUM INDUSTRIA E COME [M0280]
03022656000101,PROFILATICA PRODUTOS ODONTO MEDICO HOSPITALARES S.A.,7,PROFILATICA PRODUTOS ODO [M0281]
03033589000112,OLIMED MATERIAL HOSPITALAR S.A.,226,OLIMED MATERIAL HOSPITAL [M0282]
03033615000102,NEW TURTLE INDUSTRIA E COMERCIO DE PECAS DE PLASTICOS E METAIS LTDA,2,NEW TURTLE INDUSTRIA E C [M0283]
03050898000109,MINAS MED IND COM DE FIXADORES ORTOPEDICOS E IMPLANTES LTDA,4,MINAS MED IND COM DE FIX [M0284]
03055242000170,GOJO AMERICA LATINA LTDA,2,GOJO AMERICA LATINA LTDA [M0285]
03075426000100,"BIODONT INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO LTDA",108,"BIODONT INDUSTRIA, COMER [M0286]"
03084401000165,PREVEMAX INDUSTRIA E COMERCIO DE EPI S IMPERMEAVEIS E DESCARTAVEIS LTDA,38,PREVEMAX INDUSTRIA E COM [M0287]
03090848000147,ECEL INDUSTRIA E COMERCIO LTDA,10,ECEL INDUSTRIA E COMERCI [M0288]
03108098000193,BLISFARMA INDUSTRIA FARMACEUTICA LTDA,5,BLISFARMA INDUSTRIA FARM [M0289]
03129105000133,TERUMO MEDICAL DO BRASIL LTDA.,3,TERUMO MEDICAL DO BRASIL [M0290]
03135603000199,"WELCH ALLYN DO BRASIL, COMERCIO DE EQUIPAMENTOS MEDICOS LTDA.",33,"WELCH ALLYN DO BRASIL, C [M0291]"
03142794000116,GOLD ANALISA DIAGNOSTICA LTDA,53,GOLD ANALISA DIAGNOSTICA [M0292]
03145540000151,ORTHOCREM INDUSTRIA E COMERCIO LTDA,50,ORTHOCREM INDUSTRIA E CO [M0293]
03155958000140,MEDPEJ - EQUIPAMENTOS MEDICOS LTDA,32,MEDPEJ - EQUIPAMENTOS ME [M0294]
03188198000177,BIO-RAD LABORATORIOS BRASIL LTDA.,7,BIO-RAD LABORATORIOS BRA [M0295]
03202881000111,INPROMED DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS MEDICOS LTDA,1,INPROMED DO BRASIL INDUS [M0296]
03213418000175,BUNKER COMERCIAL LTDA,2,BUNKER COMERCIAL LTDA [M0297]
03225411000173,MISSNER & MISSNER LTDA.,387,MISSNER & MISSNER LTDA. [M0298]
03237990000174,KELLDRIN INDUSTRIAL LTDA,71,KELLDRIN INDUSTRIAL LTDA [M0299]
03247233000181,POLYMED METALURGICA INDUSTRIA LTDA,17,POLYMED METALURGICA INDU [M0300]
03271206000144,HTM INDUSTRIA DE EQUIPAMENTOS ELETRO-ELETRONICOS LTDA,1,HTM INDUSTRIA DE EQUIPAM [M0301]
03317467000158,LABOR LINE INDUSTRIA E COMERCIO DE EQUIPAMENTOS HOSPITALARES E LABORATORIAIS LTDA,12,LABOR LINE INDUSTRIA E C [M0302]
03361364000195,ORGANON - TECNOLOGIA APLICADA LTDA,4,ORGANON - TECNOLOGIA APL [M0303]
03394608000136,JOAO BATISTA MARTINS ARRUDA,12,JOAO BATISTA MARTINS ARR [M0304]
03402979000384,M.N.P. CUSTODIO COMERCIO DE PRODUTOS HOSPITALARES LTDA,15,M.N.P. CUSTODIO COMERCIO [M0305]
03415835000109,FORTSAN DO BRASIL IND QUIMICA E FARMACEUTICA LTDA,109,FORTSAN DO BRASIL IND QU [M0306]
03426484000123,SALDANHA RODRIGUES LTDA,657,SALDANHA RODRIGUES LTDA [M0307]
03426484000204,SALDANHA RODRIGUES LTDA,618,SALDANHA RODRIGUES LTDA [M0308]
03431790000158,RAQUEL NOGUEIRA SOROCABA LTDA,224,RAQUEL NOGUEIRA SOROCABA [M0309]
03436772000169,TRILHA INDUSTRIA E COMERCIO LTDA.,3,TRILHA INDUSTRIA E COMER [M0310]
03440703000129,EASY EQUIPAMENTOS ODONTOLOGICOS LTDA.,18,EASY EQUIPAMENTOS ODONTO [M0311]
03449625000123,MAXCLEAN COMERCIO SERVICOS IMPORTACAO E EXPORTACAO LTDA,25,MAXCLEAN COMERCIO SERVIC [M0312]
03456466000194,LINETEX PRODUTOS TEXTEIS LTDA,1,LINETEX PRODUTOS TEXTEIS [M0313]
03471879000148,CIPAMED EMBALAGENS MEDICO-HOSPITALARES LTDA,11,CIPAMED EMBALAGENS MEDIC [M0314]
03475822000117,BLUE OCEAN CONFECCOES S.A.,1,BLUE OCEAN CONFECCOES S. [M0315]
03476067000195,FORT FLEX COMERCIAL LTDA,14,FORT FLEX COMERCIAL LTDA [M0316]
03485572000104,GEOLAB INDUSTRIA FARMACEUTICA S/A,10118,GEOLAB INDUSTRIA FARMACE [M0317]
03489343000150,BK COMERCIAL DE EQUIPAMENTOS TECNOLOGICOS LTDA.,2,BK COMERCIAL DE EQUIPAME [M0318]
03519603000192,AVANOS MEDICAL BRASIL CONSULTORIA LTDA.,15,AVANOS MEDICAL BRASIL CO [M0319]
03522858000104,INDUSTRIA ORIENTAL LTDA,1,INDUSTRIA ORIENTAL LTDA [M0320]
03530984000291,CABORONGA COMERCIAL LTDA,5,CABORONGA COMERCIAL LTDA [M0321]
03560974000118,MERCK SHARP & DOHME FARMACEUTICA LTDA.,306,MERCK SHARP & DOHME FARM [M0322]
03578185000104,TECNOFIO INDUSTRIA E COMERCIO DE FIOS E MATERIAIS ISOLANTES LTDA,304,TECNOFIO INDUSTRIA E COM [M0323]
03578434000161,CALUX COMERCIAL LTDA,1,CALUX COMERCIAL LTDA [M0324]
03580620000135,MEDSTAR IMPORTACAO E EXPORTACAO LTDA,26,MEDSTAR IMPORTACAO E EXP [M0325]
03586651000101,DESCARTAVEIS NON WOVEN IMPORTACAO E EXPORTACAO LTDA - EM RECUPERACAO JUDICIAL,4,DESCARTAVEIS NON WOVEN I [M0326]
03590360000189,MBIOLOG DIAGNOSTICOS LTDA,1,MBIOLOG DIAGNOSTICOS LTD [M0327]
03603516000119,PROMEL IND. COM. IMP. E EXP. DE PRODS. NATURAIS LTDA,2,PROMEL IND. COM. IMP. E  [M0328]
03618435000192,BRASILL INFORMATICA E PRODUTOS LTDA,1,BRASILL INFORMATICA E PR [M0329]
03618805000191,CIPEL DE PADUA - INDUSTRIA DE PAPEIS LTDA,3,CIPEL DE PADUA - INDUSTR [M0330]
03620716000180,CMOS DRAKE DO NORDESTE S.A,45,CMOS DRAKE DO NORDESTE S [M0331]
03626459000193,BRALIMPIA INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA LIMPEZA LTDA,2,BRALIMPIA INDUSTRIA E CO [M0332]
03627008000170,CLINMED - INDUSTRIA E COMERCIO LTDA,91,CLINMED - INDUSTRIA E CO [M0333]
03644345000176,POLIFILME INDUSTRIA E COMERCIO DE EMBALAGENS LTDA,1,POLIFILME INDUSTRIA E CO [M0334]
03652030000170,CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA,7,CENTERMEDI-COMERCIO DE P [M0335]
03662365000170,PLASTICOS ITAQUITI LTDA.,13,PLASTICOS ITAQUITI LTDA. [M0336]
03688774000145,IVAN ALVES DA SILVA,25,IVAN ALVES DA SILVA [M0337]
03706759000263,RADUAN E FRONTERA LTDA,1,RADUAN E FRONTERA LTDA [M0338]
03713939000191,MARDAM INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA,203,MARDAM INDUSTRIA E COMER [M0339]
03812429000171,POLYSUTURE INDUSTRIA E COMERCIO LTDA,46,POLYSUTURE INDUSTRIA E C [M0340]
03817043000152,PHARMAPLUS LTDA,19,PHARMAPLUS LTDA [M0341]
03819835000166,OXIPORTO COMERCIO E DISTRIBUICAO DE GASES LTDA,7,OXIPORTO COMERCIO E DIST [M0342]
03820314000129,"FORTINOX - INDUSTRIA, COMERCIO E SERVICOS LTDA",79,"FORTINOX - INDUSTRIA, CO [M0343]"
03840189000119,RS MED LTDA,24,RS MED LTDA [M0344]
03851135000159,KENNEN INDUSTRIA E COMERCIO LTDA,28,KENNEN INDUSTRIA E COMER [M0345]
03852057000298,MEDSUPPLY ELETRO-ELETRONICA LTDA,1,MEDSUPPLY ELETRO-ELETRON [M0346]
03860740000196,LARISMED - INDUSTRIA E COMERCIO DE MATERIAIS MEDICO E HOSPITALAR LTDA,18,LARISMED - INDUSTRIA E C [M0347]
03869526000109,J.R.D. INDUSTRIA FARMACEUTICA LTDA,104,J.R.D. INDUSTRIA FARMACE [M0348]
03869526000281,J.R.D. INDUSTRIA FARMACEUTICA LTDA,64,J.R.D. INDUSTRIA FARMACE [M0349]
03869977000138,W.S. COMPRESSA DE GAZE LTDA,1,W.S. COMPRESSA DE GAZE L [M0350]
03887864000165,GATTI QUIMICA LTDA,5,GATTI QUIMICA LTDA [M0351]
03917989000190,MB INDUSTRIA DE PRODUTOS HOSPITALARES LTDA,38,MB INDUSTRIA DE PRODUTOS [M0352]
03921280000169,MEDCLEAN COMERCIAL LTDA,17,MEDCLEAN COMERCIAL LTDA [M0353]
03936626000100,OXIBORGES - COMERCIO DE EQUIPAMENTOS MEDICOS HOSPITALARES LTDA.,2,OXIBORGES - COMERCIO DE  [M0354]
03959540000195,CHEMICALTECH FARMACEUTICA LTDA,8,CHEMICALTECH FARMACEUTIC [M0355]
03959540000357,CHEMICALTECH FARMACEUTICA LTDA,3,CHEMICALTECH FARMACEUTIC [M0356]
03968926000163,MASIF ARTIGOS MEDICOS E HOSPITALARES LTDA,28,MASIF ARTIGOS MEDICOS E  [M0357]
03968966000105,BIO PHARMUS LTDA,6,BIO PHARMUS LTDA [M0358]
03974404000174,ORTOBIO - INDUSTRIA E COMERCIO DE PRODUTOS ORTOPEDICOS LTDA,28,ORTOBIO - INDUSTRIA E CO [M0359]
03978166000175,DR.REDDY'S FARMACEUTICA DO BRASIL LTDA,165,DR.REDDY'S FARMACEUTICA  [M0360]
03989600000112,ALLA BRASIL LTDA,4,ALLA BRASIL LTDA [M0361]
03993167000199,VIDFARMA INDUSTRIA DE MEDICAMENTOS LTDA,5,VIDFARMA INDUSTRIA DE ME [M0362]
03993484000105,SIGMED EQUIPAMENTOS ELETRONICOS LTDA,7,SIGMED EQUIPAMENTOS ELET [M0363]
04008318000170,ESSENCE DENTAL IMPORTACAO E EXPORTACAO LTDA,20,ESSENCE DENTAL IMPORTACA [M0364]
04037992000182,INGA MATERIAIS MEDICOS HOSPITALARES LTDA,4,INGA MATERIAIS MEDICOS H [M0365]
04040383000182,INDUSTRIAS H. A. BARONE LTDA,6,INDUSTRIAS H. A. BARONE  [M0366]
04040657000133,NUTRICIUM INDUSTRIA E COMERCIO LTDA EM RECUPERACAO JUDICIAL,5,NUTRICIUM INDUSTRIA E CO [M0367]
04044775000110,FRANCISCO CARLOS BATISTA PINTO QUIMICA,1,FRANCISCO CARLOS BATISTA [M0368]
04053063000167,MED GOLDMAN INDUSTRIA E COMERCIO LTDA,1,MED GOLDMAN INDUSTRIA E  [M0369]
04056093000127,STEM PHARMACEUTICAL SUPLEMENTOS ALIMENTARES LTDA,3,STEM PHARMACEUTICAL SUPL [M0370]
04066040000197,OPTIMUM COMERCIO E REPRESENTACOES LTDA,19,OPTIMUM COMERCIO E REPRE [M0371]
04067132000191,FAREX DO BRASIL LTDA,5,FAREX DO BRASIL LTDA [M0372]
04084834000183,NATUFLORES INDUSTRIA E COMERCIO DE COSMETICOS LTDA,5,NATUFLORES INDUSTRIA E C [M0373]
04099395000182,SANTISA LABORATORIO FARMACEUTICO S.A,2516,SANTISA LABORATORIO FARM [M0374]
04159536000105,VUELO PHARMA LTDA,8,VUELO PHARMA LTDA [M0375]
04162170000123,ESTRATTI VEGETALI FARMACIA E MANIPULACAO LTDA,22,ESTRATTI VEGETALI FARMAC [M0376]
04167746000145,BELLPLUS INDUSTRIA E COMERCIO DE COSMETICOS LTDA,2,BELLPLUS INDUSTRIA E COM [M0377]
04168171000185,BIOLOGICAL LTDA,8,BIOLOGICAL LTDA [M0378]
04187384000154,LEISTUNG EQUIPAMENTOS LTDA.,3,LEISTUNG EQUIPAMENTOS LT [M0379]
04198372000125,RENASCER IND. E COM. DE MOVEIS HOSPITALARES LTDA,14,RENASCER IND. E COM. DE  [M0380]
04204957000100,L. M. P. CORREA,15,L. M. P. CORREA [M0381]
04212778000115,TEKPLAST INDUSTRIA E COMERCIO DE PRODUTOS PLASTICOS LTDA,2,TEKPLAST INDUSTRIA E COM [M0382]
04213977000148,CIRURGICA SAUDE LTDA,1,CIRURGICA SAUDE LTDA [M0383]
04214934000187,SUPERMAX BRASIL IMPORTADORA S/A,112,SUPERMAX BRASIL IMPORTAD [M0384]
04236036000120,BRASCAMP EQUIPAMENTOS DE PROTECAO DO TRABALHO LTDA,1,BRASCAMP EQUIPAMENTOS DE [M0385]
04238197000152,PROLINK COMERCIO DE ACOS E EQUIPAMENTOS INDUSTRIAIS LTDA,187,PROLINK COMERCIO DE ACOS [M0386]
04242860000192,MEDI-GLOBE BRASIL LTDA,7,MEDI-GLOBE BRASIL LTDA [M0387]
04246660000108,TAUENS FARMACEUTICA LTDA,14,TAUENS FARMACEUTICA LTDA [M0388]
04247439000174,FARMACIA DE MANIPULACAO E HOMEOPATIA ANA PAULA FALCAO LTDA,1,FARMACIA DE MANIPULACAO  [M0389]
04267668000150,DINAMO EXPRESS INDUSTRIA E COMERCIO LTDA,2,DINAMO EXPRESS INDUSTRIA [M0390]
04301884000175,AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA,528,AUROBINDO PHARMA INDUSTR [M0391]
04307650001530,ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.,1,ONCO PROD DISTRIBUIDORA  [M0392]
04310364000129,EMBRAST INDUSTRIA E COMERCIO LTDA,38,EMBRAST INDUSTRIA E COME [M0393]
04342595000203,FARMATER MEDICAMENTOS LTDA,3,FARMATER MEDICAMENTOS LT [M0394]
04352265000100,ALIVE HEART COMERCIO DE MATERIAL MEDICO LTDA,13,ALIVE HEART COMERCIO DE  [M0395]
04356658000191,AAF DO BRASIL PRODUTOS ODONTOLOGICOS LTDA,247,AAF DO BRASIL PRODUTOS O [M0396]
04361309000168,ARAUJO COMERCIO DE PRODUTOS HOSPITALARES LTDA,202,ARAUJO COMERCIO DE PRODU [M0397]
04368522000100,PAPEL MASTER SUL LTDA,2,PAPEL MASTER SUL LTDA [M0398]
04380711000190,DELTA MEDICAL COMERCIAL LTDA,25,DELTA MEDICAL COMERCIAL  [M0399]
04383610000172,M.D.L. ARTIGOS HOSPITALARES E LABORATORIAIS LTDA,2,M.D.L. ARTIGOS HOSPITALA [M0400]
04415365000138,CHRON EPIGEN INDUSTRIA E COMERCIO LTDA,10,CHRON EPIGEN INDUSTRIA E [M0401]
04440002000152,RHOSSE INSTRUMENTOS E EQUIPAMENTOS CIRURGICOS LTDA,4,RHOSSE INSTRUMENTOS E EQ [M0402]
04459117000199,SAMTEC BIOTECNOLOGIA LTDA,2763,SAMTEC BIOTECNOLOGIA LTD [M0403]
04470103000176,BIOTECNO INDUSTRIA E COMERCIO LTDA,3,BIOTECNO INDUSTRIA E COM [M0404]
04474530000122,PHARMADERMA LTDA,1,PHARMADERMA LTDA [M0405]
04484235000157,J. LUIZ ALVES & CIA LTDA,2,J. LUIZ ALVES & CIA LTDA [M0406]
04491780000170,"GERAIS, COMERCIO E IMPORTACAO DE MATERIAIS E EQUIPAMENTOS MEDICOS LTDA",52,"GERAIS, COMERCIO E IMPOR [M0407]"
04506487000130,HELIANTO FARMACEUTICA LTDA,31,HELIANTO FARMACEUTICA LT [M0408]
04514207000135,LIBEMA PRODUTOS HOSPITALARES LTDA,7,LIBEMA PRODUTOS HOSPITAL [M0409]
04516470000163,TECNOPRINT IMPRESSOS TECNICOS LTDA,114,TECNOPRINT IMPRESSOS TEC [M0410]
04521989000130,MUNDIAL EMPREENDIMENTO LTDA,40,MUNDIAL EMPREENDIMENTO L [M0411]
04522343000177,FARMACIA DE MANIPULACAO IDEAL FORMULAS LTDA,4,FARMACIA DE MANIPULACAO  [M0412]
04522600000170,LUNDBECK BRASIL LTDA,220,LUNDBECK BRASIL LTDA [M0413]
04551344000140,METALURGICA RENOVAR LTDA,1,METALURGICA RENOVAR LTDA [M0414]
04568560000106,DAVISO INDUSTRIA E COMERCIO DE PRODUTOS HIGIENICOS S.A.,1,DAVISO INDUSTRIA E COMER [M0415]
04635188000103,ZERMATT INDUSTRIA E COMERCIO LTDA,122,ZERMATT INDUSTRIA E COME [M0416]
04637876000102,FOUR STAR IMPORTACAO E EXPORTACAO LTDA.,4,FOUR STAR IMPORTACAO E E [M0417]
04639814000121,SEQUENCIAL MILIMETRICA INDUSTRIA DE EQUIPAMENTOS ORTOPEDICOS LTDA.,2,SEQUENCIAL MILIMETRICA I [M0418]
04644478000105,MEDICALTEC LTDA,7,MEDICALTEC LTDA [M0419]
04648801000119,SUL SERVICES COMERCIO E ASSISTENCIA TECNICA DE EQUIPAMENTOS A SAUDE LTDA,4,SUL SERVICES COMERCIO E  [M0420]
04654861000144,INDALABOR INDAIA LABORATORIO FARMACEUTICO LTDA,64,INDALABOR INDAIA LABORAT [M0421]
04656253000179,UNITHER INDUSTRIA FARMACEUTICA LTDA.,642,UNITHER INDUSTRIA FARMAC [M0422]
04704457000138,PLASTCOR DO BRASIL LTDA,9,PLASTCOR DO BRASIL LTDA [M0423]
04707391000130,J E S FONSECA COMERCIO EPP LTDA,60,J E S FONSECA COMERCIO E [M0424]
04709243000154,"BS EQUIPAMENTOS, INDUSTRIA E COMERCIO LTDA",14,"BS EQUIPAMENTOS, INDUSTR [M0425]"
04712572000154,BALM LABOR INDUSTRIA FARMACEUTICA LTDA,4,BALM LABOR INDUSTRIA FAR [M0426]
04716276000121,RMC - INDUSTRIA BRASILEIRA DE PRODUTOS MEDICOS LTDA,8,RMC - INDUSTRIA BRASILEI [M0427]
04718143000194,VR MEDICAL IMPORTADORA E DISTRIBUIDORA DE PRODUTOS MEDICOS LTDA.,19,VR MEDICAL IMPORTADORA E [M0428]
04718347000125,LONGEVITA PRODUTOS HIGIENICOS LTDA - EM LIQUIDACAO,14,LONGEVITA PRODUTOS HIGIE [M0429]
04727762000145,CRISTIANE DE OLIVEIRA TELES,1,CRISTIANE DE OLIVEIRA TE [M0430]
04745002000160,RECANTO INDUSTRIA E COMERCIO DE FRALDAS E ABSORVENTES LTDA,8,RECANTO INDUSTRIA E COME [M0431]
04747452000192,BABY PISS INDUSTRIA E COMERCIO DE FRALDAS DESCARTAVEIS LTDA,59,BABY PISS INDUSTRIA E CO [M0432]
04748181000190,LABORATORIOS BAGO DO BRASIL S.A.,4,LABORATORIOS BAGO DO BRA [M0433]
04748181000947,LABORATORIOS BAGO DO BRASIL S.A.,63,LABORATORIOS BAGO DO BRA [M0434]
04752991000110,BIOMM S/A,74,BIOMM S/A [M0435]
04755436000141,S S PLUS DO BRASIL LTDA,45,S S PLUS DO BRASIL LTDA [M0436]
04759433000186,FERNAMED LTDA,2,FERNAMED LTDA [M0437]
04762934000111,BIOLINE COMERCIAL LTDA.,4,BIOLINE COMERCIAL LTDA. [M0438]
04797536000130,JOAO CARLOS ANACLETO,3,JOAO CARLOS ANACLETO [M0439]
04798379000188,ASFER INDUSTRIA QUIMICA LTDA,175,ASFER INDUSTRIA QUIMICA  [M0440]
04802930000110,ALBONETTE & CAMPANA COMERCIO DE MEDICAMENTOS LTDA,3,ALBONETTE & CAMPANA COME [M0441]
04821942000191,POLIFER - INDUSTRIA E COMERCIO DE PRODUTOS PLASTICOS LTDA,1,POLIFER - INDUSTRIA E CO [M0442]
04842199000156,KOVALENT DO BRASIL LTDA,5,KOVALENT DO BRASIL LTDA [M0443]
04843255000177,DEXCAR - INDUSTRIA E COMERCIO LTDA,15,DEXCAR - INDUSTRIA E COM [M0444]
04846613000103,CELER BIOTECNOLOGIA S/A,14,CELER BIOTECNOLOGIA S/A [M0445]
04854175000117,DPC DO BRASIL LTDA,3,DPC DO BRASIL LTDA [M0446]
04861623000100,LUIZ GUILHERME SARTORI & CIA LTDA,6,LUIZ GUILHERME SARTORI & [M0447]
04889315000192,S & R DISTRIBUIDORA LTDA,1,S & R DISTRIBUIDORA LTDA [M0448]
04890798000145,ORTOM INDUSTRIA TEXTIL LTDA,150,ORTOM INDUSTRIA TEXTIL L [M0449]
04901171000142,CASSIFLEX LTDA,310,CASSIFLEX LTDA [M0450]
04909848000270,"ML COMERCIO, IMPORTACAO E EXPORTACAO DE MATERIAL MEDICO HOSPITALAR LTDA - EM RECUPERACAO JUDICIAL",7,"ML COMERCIO, IMPORTACAO  [M0451]"
04910323000173,MOVEIS ANDRADE - INDUSTRIA E COMERCIO DE MOVEIS HOSPITALARES LTDA,2,MOVEIS ANDRADE - INDUSTR [M0452]
04918341000100,NOVA A3 INDUSTRIA E COMERCIO LTDA,3,NOVA A3 INDUSTRIA E COME [M0453]
04921503000150,LUMAR INDUSTRIA DE MOVEIS HOSPITALARES LTDA,5,LUMAR INDUSTRIA DE MOVEI [M0454]
04937243000101,OLYMPUS OPTICAL DO BRASIL LTDA.,4,OLYMPUS OPTICAL DO BRASI [M0455]
04948894000105,GPACK ECO EMBALAGENS LTDA,2,GPACK ECO EMBALAGENS LTD [M0456]
04956527000145,ORION COMERCIO DE ARTIGOS MEDICOS LTDA,8,ORION COMERCIO DE ARTIGO [M0457]
