fornecedor_id,fornecedor,ocorrencias,rotulo
07848730000196,LN DISTRIBUIDORA E COMERCIO LTDA,1,LN DISTRIBUIDORA E COMER [F0795]
07852358000191,ANDRE NERONI,1,ANDRE NERONI [F0796]
07863523000100,LABOFARMA PRODUTOS FARMACEUTICOS LTDA.,3,LABOFARMA PRODUTOS FARMA [F0797]
07865568000114,LUSMED COMERCIO DE PRODUTOS MEDICOS HOSPITALARES LTDA,103,LUSMED COMERCIO DE PRODU [F0798]
07886202000121,MATTOS OLIVEIRA COMERCIO DE MEDICAMENTOS LTDA,8,MATTOS OLIVEIRA COMERCIO [F0799]
07897039000100,DENTEMED EQUIPAMENTOS ODONTOLOGICOS LTDA,25,DENTEMED EQUIPAMENTOS OD [F0800]
07912772000149,CIRURGICA CAPIXABA COMERCIO DE PRODUTOS MEDICOS E ORTOPEDICOS LTDA,4,CIRURGICA CAPIXABA COMER [F0801]
07925705000169,AUROBINDO PHARMA PRODUTOS FARMACEUTICOS LIMITADA,1,AUROBINDO PHARMA PRODUTO [F0802]
07936090000176,BIOMED DISTRIBUIDORA HOSPITALAR E LABORATORIAL NOSSA SENHORA DA CONCEICAO LTDA,62,BIOMED DISTRIBUIDORA HOS [F0803]
07936621000120,DROGA MAIS FARMACEUTICA LTDA,200,DROGA MAIS FARMACEUTICA  [F0804]
07943870000143,MED-SUR COM. DE MATERIAL HOSPITALAR LTDA,14,MED-SUR COM. DE MATERIAL [F0805]
07944100000115,PROC9 INDUSTRIA QUIMICA LTDA,18,PROC9 INDUSTRIA QUIMICA  [F0806]
07946534000154,MT COMERCIAL MEDICA LTDA,41,MT COMERCIAL MEDICA LTDA [F0807]
07947536000168,ODONTOMED CANAA LTDA,198,ODONTOMED CANAA LTDA [F0808]
07955424000159,ASTHAMED COMERCIO DE PRODUTOS E EQUIPAMENTOS HOSPITALARES LTDA,11,ASTHAMED COMERCIO DE PRO [F0809]
07967729000180,HADASSAH - COSMETICOS LTDA,1,HADASSAH - COSMETICOS LT [F0810]
07969641000106,MARQ TECH COMERCIO E SERVICOS LTDA,49,MARQ TECH COMERCIO E SER [F0811]
07976695000190,VIVER EQUIPAMENTOS MEDICOS LTDA,2,VIVER EQUIPAMENTOS MEDIC [F0812]
07978004000198,DENTAL MED EQUIPAMENTOS E MATERIAIS ODONTOLOGICOS E HOSPITALARES LTDA,58,DENTAL MED EQUIPAMENTOS  [F0813]
07978528000189,MEG-LAB MATERIAL HOSPITALAR LTDA,2,MEG-LAB MATERIAL HOSPITA [F0814]
07994516000148,D & D EMPREENDIMENTOS COMERCIAIS LTDA,2,D & D EMPREENDIMENTOS CO [F0815]
07997417000110,ANA FLAVIA DE LIMA MORENO LTDA,9,ANA FLAVIA DE LIMA MOREN [F0816]
08002459000136,MUNDIAL HOSPITALAR PRODUTOS PARA SAUDE LTDA,1,MUNDIAL HOSPITALAR PRODU [F0817]
08036308000107,A. GALDINO DA PAZ LTDA,73,A. GALDINO DA PAZ LTDA [F0818]
08036508000151,CARIOCA COMERCIO DE PRODUTOS DE LIMPEZA LTDA.,4,CARIOCA COMERCIO DE PROD [F0819]
08049349000120,DROGARIA MELO COELHO LTDA,69,DROGARIA MELO COELHO LTD [F0820]
08055634000153,IMEC-INDUSTRIA DE MEDICAMENTOS CUSTODIA LTDA,1,IMEC-INDUSTRIA DE MEDICA [F0821]
08077211000134,T S COMERCIAL DE MEDICAMENTOS E REPRESENTACAO LTDA,28,T S COMERCIAL DE MEDICAM [F0822]
08087373000153,VGMED COMERCIO E DISTRIBUIDORA DE PRODUTOS LTDA,17,VGMED COMERCIO E DISTRIB [F0823]
08088996000140,CIRURGICA ALIANCA PRODUTOS HOSPITALARES LTDA,2,CIRURGICA ALIANCA PRODUT [F0824]
08091417000119,ZAFALON SOLUCOES HOSPITALARES LTDA,1,ZAFALON SOLUCOES HOSPITA [F0825]
08093976000168,HOFFMANN & GOMES LTDA,22,HOFFMANN & GOMES LTDA [F0826]
08108696000186,DISTRIBUIDORA DE PRODUTOS G.C.R. LTDA,1,DISTRIBUIDORA DE PRODUTO [F0827]
08117794000180,COMERCIAL DE EQUIPAMENTOS MEDICO HOSPITALARES SERRA DAS ARARAS LTDA,4,COMERCIAL DE EQUIPAMENTO [F0828]
08145250000121,MEDICALMED COMERCIO DE MATERIAIS MEDICOS LTDA,3,MEDICALMED COMERCIO DE M [F0829]
08145933000189,FAMADER FARMACIA DE MANIPULACAO LTDA,8,FAMADER FARMACIA DE MANI [F0830]
08157293000127,NATCOFARMA DO BRASIL LTDA,109,NATCOFARMA DO BRASIL LTD [F0831]
08158687000108,ISIS GUTERRES MOREIRA RAMOS,10,ISIS GUTERRES MOREIRA RA [F0832]
08160290000142,"FARMAGUEDES COMERCIO DE PRODUTOS FARMACEUTICOS, MEDICOS E HOSPITALARES LTDA",2060,FARMAGUEDES COMERCIO DE  [F0833]
08172474000122,NEUROSOFT - EQUIPAMENTOS E SUPRIMENTOS MEDICOS LIMITADA,3,NEUROSOFT - EQUIPAMENTOS [F0834]
08173123000136,ORGANICA BRASIL COMERCIAL LTDA,3,ORGANICA BRASIL COMERCIA [F0835]
08183359000153,PRODIET NUTRICAO CLINICA LTDA,52,PRODIET NUTRICAO CLINICA [F0836]
08211767000171,P.H.O. PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA,3,P.H.O. PRODUTOS HOSPITAL [F0837]
08228656000178,BRASILSUPRI LTDA,1,BRASILSUPRI LTDA [F0838]
08231734000193,FUTURA COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA,1089,FUTURA COMERCIO DE PRODU [F0839]
08234423000188,AGMASHI COMERCIO DE MATERIAL MEDICO E SERVICOS DE COBRANCAS LTDA,1,AGMASHI COMERCIO DE MATE [F0840]
08282077000103,BIOSYSTEMS NE COMERCIO DE PRODUTOS LABORATORIAIS E HOSPITALARES LTDA,1,BIOSYSTEMS NE COMERCIO D [F0841]
08297473000104,CIRURGICA PATROCINIO DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,1,CIRURGICA PATROCINIO DIS [F0842]
08304991000108,P S DISTRIBUIDORA DE PRODUTOS DA SAUDE LTDA.,1,P S DISTRIBUIDORA DE PRO [F0843]
08311856000190,IMPACTO PRODUTOS MEDICOS E HOSPITALARES LTDA,5,IMPACTO PRODUTOS MEDICOS [F0844]
08325711000490,BELEM FARMACIA E MANIPULACAO LTDA,2,BELEM FARMACIA E MANIPUL [F0845]
08328835000187,M.U. BACKES & CIA LTDA,18,M.U. BACKES & CIA LTDA [F0846]
08380296000125,VISAMED COMERCIO DE MATERIAL HOSPITALAR LTDA,1,VISAMED COMERCIO DE MATE [F0847]
08393709000106,SILVA E DELGADO COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA,9,SILVA E DELGADO COMERCIO [F0848]
08435077000104,DUTRAMED DISTRIBUIDORA LTDA,48,DUTRAMED DISTRIBUIDORA L [F0849]
08446915000137,DAHER DISTRIBUIDORA DE MEDICAMENTOS LTDA,6,DAHER DISTRIBUIDORA DE M [F0850]
08474646000112,FORTECARE INDUSTRIA DE PRODUTOS MEDICOS LTDA,6,FORTECARE INDUSTRIA DE P [F0851]
08516958000141,DISTRIMED COMERCIO E REPRESENTACOES LTDA,1967,DISTRIMED COMERCIO E REP [F0852]
08532602000100,GIBRALTAR COMERCIO DE PRODUTOS DE LIMPEZA LTDA,1,GIBRALTAR COMERCIO DE PR [F0853]
08563277000134,DISTRIBUIDORA DE MEDICAMENTOS MAXIMUS LTDA,141,DISTRIBUIDORA DE MEDICAM [F0854]
08569248000180,A. M. MOTA CUSTODIO,1,A. M. MOTA CUSTODIO [F0855]
08572890000118,ARCMED ANDREOLI COMERCIO DE ARTIGOS HOSPITALARES LTDA,3,ARCMED ANDREOLI COMERCIO [F0856]
08583229000108,CARLA DE OLIVEIRA CORREA,10,CARLA DE OLIVEIRA CORREA [F0857]
08588015000124,JARDIM MEDICA LTDA,345,JARDIM MEDICA LTDA [F0858]
08597121000174,FUNDO ESTADUAL DE SAUDE DO PARANA - FUNSAUDE,3,FUNDO ESTADUAL DE SAUDE  [F0859]
08602104000188,IVANISE ARAUJO MANGUEIRA,1,IVANISE ARAUJO MANGUEIRA [F0860]
08617050000124,CENTER NUTRI COMERCIO DE PRODUTOS PARA NUTRICAO ENTERAL LTDA,4,CENTER NUTRI COMERCIO DE [F0861]
08618163000144,CIRURGICA KLG LTDA,138,CIRURGICA KLG LTDA [F0862]
08651657000120,ALL SOLUTIONS MEDICAL - PRODUTOS MEDICOS HOSPITALARES LTDA,4,ALL SOLUTIONS MEDICAL -  [F0863]
08665289000170,M.M. CAPELLARO INDUSTRIA E DISTRIBUIDORA DE PRODUTOS MEDICOS E ODONTOLOGICOS LTDA,2,M.M. CAPELLARO INDUSTRIA [F0864]
08667233000154,MULTIMED DISTRIBUIDORA DE EQUIPAMENTOS HOSPITALAR LTDA,2,MULTIMED DISTRIBUIDORA D [F0865]
08671559000155,RECIFARMA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,6,RECIFARMA COMERCIO DE PR [F0866]
08674752000140,CIRURGICA MONTEBELLO LTDA,1383,CIRURGICA MONTEBELLO LTD [F0867]
08675528000172,ARL COMERCIO E SERVICOS DE METAIS LTDA,11,ARL COMERCIO E SERVICOS  [F0868]
08676370000155,DISTRIBUIDORA DE MEDICAMENTOS PRO SAUDE LTDA,150,DISTRIBUIDORA DE MEDICAM [F0869]
08697852000191,ENDOGERAIS EQUIPAMENTOS MEDICOS LTDA,32,ENDOGERAIS EQUIPAMENTOS  [F0870]
08702862000178,MUNICIPIO DE CABACEIRAS,2,MUNICIPIO DE CABACEIRAS [F0871]
08713696000105,LINE BRASIL INDUSTRIA COMERCIO E DISTRIBUICAO DE PRODUTOS PARA SAUDE E AMBIENTES CONTROLADOS LTDA,31,LINE BRASIL INDUSTRIA CO [F0872]
08719794000150,CENTRAL DISTRIBUIDORA DE MEDICAMENTOS LTDA,2,CENTRAL DISTRIBUIDORA DE [F0873]
08726881000134,DECOM - COMERCIO DE EQUIPAMENTOS E PRODUTOS ODONTOLOGICOS MEDICOS E HOSPITALARES LTDA,68,DECOM - COMERCIO DE EQUI [F0874]
08734023000131,E L MACHADO MEDICAMENTOS LTDA.,6,E L MACHADO MEDICAMENTOS [F0875]
08765948000140,GIL FARMA COMERCIAL FARMACEUTICOS LTDA,15,GIL FARMA COMERCIAL FARM [F0876]
08774906000175,HOSPDROGAS COMERCIAL LTDA,151,HOSPDROGAS COMERCIAL LTD [F0877]
08778201000126,DROGAFONTE LTDA,3422,DROGAFONTE LTDA [F0878]
08786974000154,R. B. MONTEIRO LTDA,1,R. B. MONTEIRO LTDA [F0879]
08790172000118,MUNICIPIO DE SERRARIA,2,MUNICIPIO DE SERRARIA [F0880]
08798468000185,"DIEX DISTRIBUIDORA, ATACADISTA, IMPORTADORA, EXPORTADORA DE MEDICAMENTOS E PRODUTOS PARA SAUDE LTDA",3,"DIEX DISTRIBUIDORA, ATAC [F0881]"
08803423000151,KOP DO BRASIL INDUSTRIAS FARMACEUTICAS LTDA,1,KOP DO BRASIL INDUSTRIAS [F0882]
08819724000173,LAGEAN COMERCIO E REPRESENTACAO LTDA,39,LAGEAN COMERCIO E REPRES [F0883]
08822673000139,COMERCIAL 3V - MEDICAMENTOS E PERFUMARIA LTDA,124,COMERCIAL 3V - MEDICAMEN [F0884]
08835955000170,DELTA MED COMERCIO DE PRODUTOS HOSPITALARES - FALIDO LTDA,1,DELTA MED COMERCIO DE PR [F0885]
08836350000102,AWR DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,152,AWR DISTRIBUIDORA DE PRO [F0886]
08846431000185,LUIZ FRANCISCO EMYGDIO,1,LUIZ FRANCISCO EMYGDIO [F0887]
08848018000150,L&M EQUIPAMENTOS HOSPITALARES LTDA,3,L&M EQUIPAMENTOS HOSPITA [F0888]
08849206000100,DENTAL OPEN - COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA.,301,DENTAL OPEN - COMERCIO D [F0889]
08863966000164,ORTOSANI PRODUTOS PARA SAUDE LTDA.,1,ORTOSANI PRODUTOS PARA S [F0890]
08882699000172,"MENER MEDICAMENTOS, PERFUMARIA E ALIMENTOS LTDA",3,"MENER MEDICAMENTOS, PERF [F0891]"
08887732000157,FUNDO MUNICIPAL DE SAUDE DE LAGOA GRANDE,1,FUNDO MUNICIPAL DE SAUDE [F0892]
08905257000102,MARIA CRISTINA PEREIRA ZUMERLI E CIA LTDA,15,MARIA CRISTINA PEREIRA Z [F0893]
08924875000191,BIOVALIC COMERCIO DE EQUIPAMENTOS MEDICOS LTDA.,12,BIOVALIC COMERCIO DE EQU [F0894]
08939548000103,INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A,2,INFAN INDUSTRIA QUIMICA  [F0895]
08958628000106,ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,56,ONCOEXO DISTRIBUIDORA DE [F0896]
08958628000297,ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,61,ONCOEXO DISTRIBUIDORA DE [F0897]
08958628000459,ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,57,ONCOEXO DISTRIBUIDORA DE [F0898]
08967471000185,PELOTAS DISTRIBUIDORA DE MEDICAMENTOS LTDA,11,PELOTAS DISTRIBUIDORA DE [F0899]
08973252000109,LIMP SAFE COMERCIO DE EQUIPAMENTOS LTDA,6,LIMP SAFE COMERCIO DE EQ [F0900]
08978089000177,W M COMERCIO E SERVICOS IMP E EXP LTDA,27,W M COMERCIO E SERVICOS  [F0901]
09007162000126,MAUES LOBATO COMERCIO E REPRESENTACOES LTDA,15,MAUES LOBATO COMERCIO E  [F0902]
09017578000125,MEDCARE DO BRASIL ASSESSORIA LTDA.,2,MEDCARE DO BRASIL ASSESS [F0903]
09020873000130,SCIENTIFIC DENTAL MEDICAL LTDA,1,SCIENTIFIC DENTAL MEDICA [F0904]
09028635000171,SIGNAZ PRODUTOS E NEGOCIOS LTDA,2,SIGNAZ PRODUTOS E NEGOCI [F0905]
09029404000182,COPERMED COMERCIAL IMPORTADORA LTDA,2,COPERMED COMERCIAL IMPOR [F0906]
09032626000154,AGFA DO BRASIL LTDA.,1,AGFA DO BRASIL LTDA. [F0907]
09034672000192,MAEVE PRODUTOS HOSPITALARES LTDA,69,MAEVE PRODUTOS HOSPITALA [F0908]
09034672000354,MAEVE PRODUTOS HOSPITALARES LTDA,6,MAEVE PRODUTOS HOSPITALA [F0909]
09039151000128,CANAA COMERCIO DE MATERIAL HOSPITALAR LTDA,1,CANAA COMERCIO DE MATERI [F0910]
09039574000148,MF - COMERCIO DE PRODUTOS MEDICOS LTDA,1,MF - COMERCIO DE PRODUTO [F0911]
09046469000136,YELO COMERCIO DE MATERIAIS HOSPITALARES LTDA,2,YELO COMERCIO DE MATERIA [F0912]
09053134000145,ELFA MEDICAMENTOS S.A,327,ELFA MEDICAMENTOS S.A [F0913]
09053134000226,ELFA MEDICAMENTOS S.A,42,ELFA MEDICAMENTOS S.A [F0914]
09053134000900,ELFA MEDICAMENTOS S.A,7,ELFA MEDICAMENTOS S.A [F0915]
09058456000187,MINDRAY DO BRASIL - COMERCIO E DISTRIBUICAO DE EQUIPAMENTOS MEDICOS LTDA,1,MINDRAY DO BRASIL - COME [F0916]
09058502000148,FARMA VISION IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA,15,FARMA VISION IMPORTACAO  [F0917]
09070307000133,LICIT RIB COMERCIO ATACADISTA E VAREJISTA LTDA,5,LICIT RIB COMERCIO ATACA [F0918]
09073397000116,ECOGLOBAL COMERCIO ODONTO HOSPITALAR LTDA,1,ECOGLOBAL COMERCIO ODONT [F0919]
09092152000136,EMMARKA DISTRIBUIDORA DE MEDICAMENTOS LTDA,2,EMMARKA DISTRIBUIDORA DE [F0920]
09100467000188,W.N. DIAGNOSTICA LTDA,46,W.N. DIAGNOSTICA LTDA [F0921]
09105835000180,RIO MEDI COMERCIO ASSISTENCIA E REPRESENTACAO HOSPITALAR EXP. & IMP. LTDA,1,RIO MEDI COMERCIO ASSIST [F0922]
09113926000168,ORTOPEDICA DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,10,ORTOPEDICA DISTRIBUIDORA [F0923]
09135378000177,CALLMED DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA,265,CALLMED DISTRIBUIDORA DE [F0924]
09137934000225,NORDICA DISTRIBUIDORA HOSPITALAR LTDA,38,NORDICA DISTRIBUIDORA HO [F0925]
09144625000100,MAICOM CASA LTDA,3,MAICOM CASA LTDA [F0926]
09174668000120,VITTAFLEX INDUSTRIA E COMERCIO DE MOVEIS E COLCHOES LTDA,1,VITTAFLEX INDUSTRIA E CO [F0927]
09182725000112,ATIVA MEDICO CIRURGICA LTDA,111,ATIVA MEDICO CIRURGICA L [F0928]
09192829000108,ATONS DO BRASIL DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,335,ATONS DO BRASIL DISTRIBU [F0929]
09194169000102,ROSA DOS SANTOS LTDA,1,ROSA DOS SANTOS LTDA [F0930]
09204127000105,POLLO HOSPITALAR LTDA,63,POLLO HOSPITALAR LTDA [F0931]
09204816000101,NOGUEIRA & BUZANELI DROGARIA LTDA,3,NOGUEIRA & BUZANELI DROG [F0932]
09210219000190,PAULO JOSE MAIA ESMERALDO SOBREIRA,181,PAULO JOSE MAIA ESMERALD [F0933]
09213849000118,ELFORT IMPORTACAO E DISTRIBUICAO DE PRODUTOS LTDA,1,ELFORT IMPORTACAO E DIST [F0934]
09222369000113,DENTAL MARIA LTDA,198,DENTAL MARIA LTDA [F0935]
09222411000104,CENTRALMIX COMERCIAL LTDA,71,CENTRALMIX COMERCIAL LTD [F0936]
09222496000112,CIRURGICA OESTE PAULISTA LTDA,11,CIRURGICA OESTE PAULISTA [F0937]
09224765000180,LIFE MED PRODUTOS HOSPITALARES LTDA,10,LIFE MED PRODUTOS HOSPIT [F0938]
09236133000136,S. A. MIAN LTDA,48,S. A. MIAN LTDA [F0939]
09240575000156,MARCA MAIOR DISTRIBUICAO LTDA,1,MARCA MAIOR DISTRIBUICAO [F0940]
09251627000190,K.C.R. INDUSTRIA E COMERCIO DE EQUIPAMENTOS LTDA,10,K.C.R. INDUSTRIA E COMER [F0941]
09254427000190,INFUSOMED LTDA,1,INFUSOMED LTDA [F0942]
09254808000170,MMW PRODUTOS HOSPITALARES LTDA,2,MMW PRODUTOS HOSPITALARE [F0943]
09260071000106,CIRURGICA KD LTDA,7,CIRURGICA KD LTDA [F0944]
09260831000177,ATACAMED COMERCIO DE PRODUTOS FARMACEUTICOS E HOSPITALARES LTDA,92,ATACAMED COMERCIO DE PRO [F0945]
09300300000160,LEMARC PRODUTOS MEDICOS HOSPITALARES LTDA,3,LEMARC PRODUTOS MEDICOS  [F0946]
09313037000144,M. L. DE LUCENA & CIA LTDA,2,M. L. DE LUCENA & CIA LT [F0947]
09315996000107,COMERCIAL MARK ATACADISTA LTDA,444,COMERCIAL MARK ATACADIST [F0948]
09340228000103,ART VITA DISTRIBUIDORA DE MEDICAMENTOS E ALIMENTOS LTDA,13,ART VITA DISTRIBUIDORA D [F0949]
09381459000157,ES INDUSTRIA DE CONFECCOES LTDA,8,ES INDUSTRIA DE CONFECCO [F0950]
09390408000191,DMAX - DISTRIBUIDORA DE MEDICAMENTOS E MATERIAL HOSPITALAR LTDA.,6,DMAX - DISTRIBUIDORA DE  [F0951]
09394821000124,FARMACIAS ASSOCIADAS DE CRISSIUMAL LTDA,4,FARMACIAS ASSOCIADAS DE  [F0952]
09396156000108,POSITIVA - COMERCIO E SERVICOS LICITATORIOS LTDA,2,POSITIVA - COMERCIO E SE [F0953]
09396523000173,PROMISSE COMERCIO DE MATERIAIS MEDICO HOSPITALARES LTDA,23,PROMISSE COMERCIO DE MAT [F0954]
09412526000153,ALESSANDRO REZENDE SANTOS LTDA,288,ALESSANDRO REZENDE SANTO [F0955]
09427563000135,FRACMA COMERCIAL DE PRODUTOS PARA HIGIENE LTDA.,11,FRACMA COMERCIAL DE PROD [F0956]
09433892000199,M. S. DA SILVEIRA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,4,M. S. DA SILVEIRA COMERC [F0957]
09441460000120,PADRAO DISTRIBUIDORA DE PRODUTOS E EQUIPAMENTOS HOSPITALARES PADRE CALLOU LTDA,462,PADRAO DISTRIBUIDORA DE  [F0958]
09460388000188,GLT DISTRIBUIDORA HOSPITALAR LTDA,4,GLT DISTRIBUIDORA HOSPIT [F0959]
09478023000180,ODONTOMED COMERCIO DE PRODUTOS MEDICO HOSPITALARES LTDA,159,ODONTOMED COMERCIO DE PR [F0960]
09485574000171,PROHOSPITAL COMERCIO HOLANDA LTDA,508,PROHOSPITAL COMERCIO HOL [F0961]
09505300000105,PROTFLEX PRODUTOS INDUSTRIAIS LTDA,2,PROTFLEX PRODUTOS INDUST [F0962]
09523533000122,DENTAL NITEROI LTDA,22,DENTAL NITEROI LTDA [F0963]
09543571000147,LAZZARI MARTINEZ COMERCIO VAREJISTA DE MATERIAIS E EQUIPAMENTOS LTDA,9,LAZZARI MARTINEZ COMERCI [F0964]
09545032000147,J.A. COMERCIO DE PRODUTOS PARA RESGATE LTDA,6,J.A. COMERCIO DE PRODUTO [F0965]
09560267000108,BETANIAMED COMERCIAL LTDA,17,BETANIAMED COMERCIAL LTD [F0966]
09580548001285,SEROMA FARMACIAS E PERFUMARIAS LTDA,17,SEROMA FARMACIAS E PERFU [F0967]
09580548003067,SEROMA FARMACIAS E PERFUMARIAS LTDA,2,SEROMA FARMACIAS E PERFU [F0968]
09601610000115,COSMODERMA INDUSTRIA E COMERCIO LTDA,2,COSMODERMA INDUSTRIA E C [F0969]
09603161000144,CONVATEC BRASIL LTDA,6,CONVATEC BRASIL LTDA [F0970]
09607807000161,INJEFARMA CAVALCANTI E SILVA DISTRIBUIDORA LTDA,5,INJEFARMA CAVALCANTI E S [F0971]
09608095000103,MEDMACH SOLUCOES HOSPITALARES LTDA,11,MEDMACH SOLUCOES HOSPITA [F0972]
09609356000100,GNATUS PRODUTOS MEDICOS E ODONTOLOGICOS LTDA,4,GNATUS PRODUTOS MEDICOS  [F0973]
09610762000184,APROVADAGUA COMERCIO E CONFECCOES LTDA,2,APROVADAGUA COMERCIO E C [F0974]
09615457000185,SODROGAS DISTRIBUIDORA DE MEDICAMENTOS E MATERIAIS MEDICO HOSPITALARES LTDA.,1,SODROGAS DISTRIBUIDORA D [F0975]
09623401000172,MACEDO COMERCIO DE PRODUTOS DE LIMPEZA LTDA,1,MACEDO COMERCIO DE PRODU [F0976]
09660958000183,S3 MED DISTRIBUIDORA DE MEDICAMENTOS LTDA - EM RECUPERACAO JUDICIAL,1,S3 MED DISTRIBUIDORA DE  [F0977]
09660958000345,S3 MED DISTRIBUIDORA DE MEDICAMENTOS LTDA - EM RECUPERACAO JUDICIAL,1,S3 MED DISTRIBUIDORA DE  [F0978]
09676256000198,MEDICAMENTOS DE AZ LTDA,493,MEDICAMENTOS DE AZ LTDA [F0979]
09686716000169,PROCELA PARTICIPACOES LTDA,7,PROCELA PARTICIPACOES LT [F0980]
09721729000121,G D C DA SILVA COSTA LTDA,17,G D C DA SILVA COSTA LTD [F0981]
09944371000104,SULMEDIC COMERCIO DE MEDICAMENTOS LTDA,699,SULMEDIC COMERCIO DE MED [F0982]
09944371000287,SULMEDIC COMERCIO DE MEDICAMENTOS LTDA,1,SULMEDIC COMERCIO DE MED [F0983]
09944371000368,SULMEDIC COMERCIO DE MEDICAMENTOS LTDA,210,SULMEDIC COMERCIO DE MED [F0984]
09944371000520,SULMEDIC COMERCIO DE MEDICAMENTOS LTDA,12,SULMEDIC COMERCIO DE MED [F0985]
10013769000106,PRISMA DISTRIBUIDORA DE MEDICAMENTOS LTDA,84,PRISMA DISTRIBUIDORA DE  [F0986]
10013864000100,4M BR - COMERCIO E REPRESENTACAO DE MATERIAL E MEDICAMENTO HOSPITALAR LTDA,1,4M BR - COMERCIO E REPRE [F0987]
10193608000133,MEDPLUS COMERCIO E REPRESENTACAO LTDA,28,MEDPLUS COMERCIO E REPRE [F0988]
10193608000214,MEDPLUS COMERCIO E REPRESENTACAO LTDA,7,MEDPLUS COMERCIO E REPRE [F0989]
10201443000102,SHELL LIFE MATERIAL HOSPITALAR LTDA,1,SHELL LIFE MATERIAL HOSP [F0990]
10202833000199,LOGMED DISTRIBUIDORA E LOGISTICA HOSPITALAR LTDA,8,LOGMED DISTRIBUIDORA E L [F0991]
10208087000140,CIRURGICA MEDCENTER MARILIA LTDA,24,CIRURGICA MEDCENTER MARI [F0992]
10212250000149,W. S. COMERCIO E SERVICOS LTDA,7,W. S. COMERCIO E SERVICO [F0993]
10242040000101,ANDES COMERCIAL LTDA,2,ANDES COMERCIAL LTDA [F0994]
10267695000126,MEDICALL FARMA DISTRIBUIDORA DE PRODUTOS E SERVICOS PARA SAUDE LTDA,99,MEDICALL FARMA DISTRIBUI [F0995]
10268780000109,MEDIX BRASIL LTDA,1,MEDIX BRASIL LTDA [F0996]
10268780000290,MEDIX BRASIL LTDA,1,MEDIX BRASIL LTDA [F0997]
10269296000102,SEMEAR DISTRIBUIDORA LTDA,149,SEMEAR DISTRIBUIDORA LTD [F0998]
10278031000162,NDS IMPORTADORA & DISTRIBUIDORA DE MATERIAL MEDICO HOSPITALAR LTDA,2,NDS IMPORTADORA & DISTRI [F0999]
10279430000148,ROSILENE VIEIRA LOPES,26,ROSILENE VIEIRA LOPES [F1000]
10286595000147,DISTRIFARMA COELHO LTDA,24,DISTRIFARMA COELHO LTDA [F1001]
10291177000148,MUNICIPIO DE RIO FORMOSO,1,MUNICIPIO DE RIO FORMOSO [F1002]
10293279000100,SUPRIMED COMERCIO MATERIAL HOSPITALAR LTDA,1,SUPRIMED COMERCIO MATERI [F1003]
10301008000141,DAKAR COMERCIO E SERVICO LTDA,2,DAKAR COMERCIO E SERVICO [F1004]
10310873000154,MCMED COMERCIO DE MATERIAL MEDICO HOSPITALAR LTDA,1,MCMED COMERCIO DE MATERI [F1005]
10316418000166,UNO HEALTHCARE ASSESSORIA ADUANEIRA E COMERCIO EXTERIOR LTDA,1,UNO HEALTHCARE ASSESSORI [F1006]
10326124000115,TD COMERCIO DE MEDICAMENTOS LTDA,17,TD COMERCIO DE MEDICAMEN [F1007]
10350473000172,FLEX COMERCIO E REPRESENTACAO LTDA,1,FLEX COMERCIO E REPRESEN [F1008]
10362909000143,QUALITY LIFE COMERCIO HOSPITALAR LTDA,3,QUALITY LIFE COMERCIO HO [F1009]
10368534000129,CIRURGICA PARMA LTDA,6,CIRURGICA PARMA LTDA [F1010]
10377194000100,SAO GERALDO MATERIAL MEDICO E ORTOPEDICO LIMITADA,1,SAO GERALDO MATERIAL MED [F1011]
10377864000180,CARE MED DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS PARA SAUDE LTDA,5,CARE MED DISTRIBUIDORA D [F1012]
10381442000189,BELLA FARMA MEDICAMENTOS LTDA,122,BELLA FARMA MEDICAMENTOS [F1013]
10396394000100,DIAGNOLAB LABORATORIOS LTDA,98,DIAGNOLAB LABORATORIOS L [F1014]
10398439000178,FUNDO MUNICIPAL DE SAUDE,1,FUNDO MUNICIPAL DE SAUDE [F1015]
10424098000168,INDUSTRIA DE CONFECCOES K-DU LTDA,1,INDUSTRIA DE CONFECCOES  [F1016]
10436813000182,MAIS SAUDE LTDA,1024,MAIS SAUDE LTDA [F1017]
10436883000130,GLORIA FARMA PROMOCAO DE VENDAS LTDA,288,GLORIA FARMA PROMOCAO DE [F1018]
